feature,family,distinct_development_values,minimum,maximum,nonzero_fraction,availability,status
market.WHEAT.normalized_price,market_curves,30,1.0,2.2,1.0,current_legal_observation,provisional_not_selected
market.WHEAT.normalized_supply,market_curves,744,-2.3,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.WHEAT.one_unit_price_impact,market_curves,2,0.0,1.0,0.053349447513812154,current_legal_observation,provisional_not_selected
market.WHEAT.sell_5_revenue,market_curves,128,121.0,275.0,1.0,current_legal_observation,provisional_not_selected
market.WHEAT.sell_20_revenue,market_curves,446,467.0,1100.0,1.0,current_legal_observation,provisional_not_selected
demand.WHEAT.current_daily_units,town_demand,8,1.0,43.0,1.0,current_legal_observation,provisional_not_selected
inventory.WHEAT.shed,logistics,22,0.0,25.0,0.8016229281767956,current_legal_observation,provisional_not_selected
inventory.WHEAT.carried,logistics,22,0.0,25.0,0.8080110497237569,current_legal_observation,provisional_not_selected
inventory.WHEAT.immediate_sale_value,market_curves,488,0.0,1200.0,0.8016229281767956,current_legal_observation,provisional_not_selected
market.CARROT.price,market_curves,86,35.0,125.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.normalized_price,market_curves,86,1.0,3.5714285714285716,1.0,current_legal_observation,provisional_not_selected
market.CARROT.normalized_supply,market_curves,572,-1.3866666666666667,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.CARROT.one_unit_price_impact,market_curves,2,0.0,1.0,0.07890193370165746,current_legal_observation,provisional_not_selected
market.CARROT.sell_5_revenue,market_curves,295,168.0,621.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.sell_20_revenue,market_curves,572,634.0,2404.0,1.0,current_legal_observation,provisional_not_selected
demand.CARROT.current_daily_units,town_demand,9,1.0,49.0,1.0,current_legal_observation,provisional_not_selected
inventory.CARROT.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.CARROT.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.CARROT.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.TOMATO.price,market_curves,192,45.0,361.0,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.normalized_price,market_curves,192,0.75,6.016666666666667,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.normalized_supply,market_curves,417,-2.14,0.18,0.9839433701657458,current_legal_observation,provisional_not_selected
market.TOMATO.one_unit_price_impact,market_curves,4,0.0,3.0,0.1959599447513812,current_legal_observation,provisional_not_selected
market.TOMATO.sell_5_revenue,market_curves,337,222.0,1782.0,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.sell_20_revenue,market_curves,417,858.0,6791.0,1.0,current_legal_observation,provisional_not_selected
demand.TOMATO.current_daily_units,town_demand,5,1.0,25.0,1.0,current_legal_observation,provisional_not_selected
inventory.TOMATO.shed,logistics,7,0.0,6.0,0.053349447513812154,current_legal_observation,provisional_not_selected
inventory.TOMATO.carried,logistics,7,0.0,6.0,0.10618093922651933,current_legal_observation,provisional_not_selected
inventory.TOMATO.immediate_sale_value,market_curves,130,0.0,979.0,0.053349447513812154,current_legal_observation,provisional_not_selected
market.STRAWBERRY.price,market_curves,185,110.0,318.0,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.normalized_price,market_curves,185,0.9166666666666666,2.65,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.normalized_supply,market_curves,482,-5.54,0.05,0.993439226519337,current_legal_observation,provisional_not_selected
market.STRAWBERRY.one_unit_price_impact,market_curves,6,0.0,8.0,0.6358770718232044,current_legal_observation,provisional_not_selected
market.STRAWBERRY.sell_5_revenue,market_curves,479,533.0,1587.0,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.sell_20_revenue,market_curves,482,1844.0,6320.0,1.0,current_legal_observation,provisional_not_selected
demand.STRAWBERRY.current_daily_units,town_demand,7,1.0,37.0,1.0,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.shed,logistics,4,0.0,4.0,0.0369475138121547,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.carried,logistics,5,0.0,4.0,0.1294889502762431,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.immediate_sale_value,market_curves,133,0.0,882.0,0.0369475138121547,current_legal_observation,provisional_not_selected
market.MELON.price,market_curves,38,4.0,280.0,1.0,current_legal_observation,provisional_not_selected
market.MELON.normalized_price,market_curves,38,0.016,1.12,1.0,current_legal_observation,provisional_not_selected
market.MELON.normalized_supply,market_curves,49,-0.1,0.5233333333333333,0.994475138121547,current_legal_observation,provisional_not_selected
market.MELON.one_unit_price_impact,market_curves,6,0.0,6.0,0.8121546961325967,current_legal_observation,provisional_not_selected
market.MELON.sell_5_revenue,market_curves,49,8.0,1398.0,1.0,current_legal_observation,provisional_not_selected
market.MELON.sell_20_revenue,market_curves,49,23.0,5531.0,1.0,current_legal_observation,provisional_not_selected
demand.MELON.current_daily_units,town_demand,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
inventory.MELON.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.MELON.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.MELON.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.EGG.price,market_curves,35,41.0,75.0,1.0,current_legal_observation,provisional_not_selected
market.EGG.normalized_price,market_curves,35,0.82,1.5,1.0,current_legal_observation,provisional_not_selected
market.EGG.normalized_supply,market_curves,427,-1.1325301204819278,0.5421686746987951,0.9816988950276243,current_legal_observation,provisional_not_selected
market.EGG.one_unit_price_impact,market_curves,2,0.0,1.0,0.09219613259668508,current_legal_observation,provisional_not_selected
market.EGG.sell_5_revenue,market_curves,134,205.0,375.0,1.0,current_legal_observation,provisional_not_selected
market.EGG.sell_20_revenue,market_curves,367,820.0,1477.0,1.0,current_legal_observation,provisional_not_selected
demand.EGG.current_daily_units,town_demand,6,1.0,31.0,1.0,current_legal_observation,provisional_not_selected
inventory.EGG.shed,logistics,6,0.0,8.0,0.1051450276243094,current_legal_observation,provisional_not_selected
inventory.EGG.carried,logistics,6,0.0,8.0,0.5977209944751382,current_legal_observation,provisional_not_selected
inventory.EGG.immediate_sale_value,market_curves,98,0.0,408.0,0.1051450276243094,current_legal_observation,provisional_not_selected
market.MILK.price,market_curves,213,103.0,364.0,1.0,current_legal_observation,provisional_not_selected
market.MILK.normalized_price,market_curves,213,0.64375,2.275,1.0,current_legal_observation,provisional_not_selected
market.MILK.normalized_supply,market_curves,479,-4.524590163934426,0.22131147540983606,0.991885359116022,current_legal_observation,provisional_not_selected
market.MILK.one_unit_price_impact,market_curves,5,0.0,9.0,0.6942334254143646,current_legal_observation,provisional_not_selected
market.MILK.sell_5_revenue,market_curves,479,495.0,1819.0,1.0,current_legal_observation,provisional_not_selected
market.MILK.sell_20_revenue,market_curves,479,1668.0,7249.0,1.0,current_legal_observation,provisional_not_selected
demand.MILK.current_daily_units,town_demand,6,1.0,31.0,1.0,current_legal_observation,provisional_not_selected
inventory.MILK.shed,logistics,6,0.0,12.0,0.03228591160220994,current_legal_observation,provisional_not_selected
inventory.MILK.carried,logistics,8,0.0,12.0,0.23532458563535913,current_legal_observation,provisional_not_selected
inventory.MILK.immediate_sale_value,market_curves,122,0.0,2710.0,0.03228591160220994,current_legal_observation,provisional_not_selected
market.WOOL.price,market_curves,98,1.0,255.0,1.0,current_legal_observation,provisional_not_selected
market.WOOL.normalized_price,market_curves,98,0.005,1.275,1.0,current_legal_observation,provisional_not_selected
market.WOOL.normalized_supply,market_curves,507,-5.752380952380952,0.5619047619047619,0.9886049723756906,current_legal_observation,provisional_not_selected
market.WOOL.one_unit_price_impact,market_curves,8,0.0,7.0,0.5908149171270718,current_legal_observation,provisional_not_selected
market.WOOL.sell_5_revenue,market_curves,204,5.0,1275.0,1.0,current_legal_observation,provisional_not_selected
market.WOOL.sell_20_revenue,market_curves,398,20.0,5100.0,1.0,current_legal_observation,provisional_not_selected
demand.WOOL.current_daily_units,town_demand,4,1.0,37.0,1.0,current_legal_observation,provisional_not_selected
inventory.WOOL.shed,logistics,6,0.0,6.0,0.0393646408839779,current_legal_observation,provisional_not_selected
inventory.WOOL.carried,logistics,7,0.0,6.0,0.2581146408839779,current_legal_observation,provisional_not_selected
inventory.WOOL.immediate_sale_value,market_curves,117,0.0,1440.0,0.0393646408839779,current_legal_observation,provisional_not_selected
market.FERTILIZER.price,market_curves,68,33.0,100.0,1.0,current_legal_observation,provisional_not_selected
market.FERTILIZER.normalized_price,market_curves,68,0.33,1.0,1.0,current_legal_observation,provisional_not_selected
market.FERTILIZER.normalized_supply,market_curves,330,0.0,1.685,0.9537292817679558,current_legal_observation,provisional_not_selected
market.FERTILIZER.one_unit_price_impact,market_curves,2,0.0,1.0,0.20994475138121546,current_legal_observation,provisional_not_selected
market.FERTILIZER.sell_5_revenue,market_curves,330,161.0,498.0,1.0,current_legal_observation,provisional_not_selected
market.FERTILIZER.sell_20_revenue,market_curves,330,614.0,1962.0,1.0,current_legal_observation,provisional_not_selected
demand.FERTILIZER.current_daily_units,town_demand,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.shed,logistics,8,0.0,7.0,0.18042127071823205,current_legal_observation,provisional_not_selected
inventory.FERTILIZER.carried,logistics,8,0.0,7.0,0.62603591160221,current_legal_observation,provisional_not_selected
inventory.FERTILIZER.immediate_sale_value,market_curves,316,0.0,549.0,0.18042127071823205,current_legal_observation,provisional_not_selected
inventory.WHEAT.seeds,logistics,3,0.0,2.0,0.42299723756906077,current_legal_observation,provisional_not_selected
inventory.CARROT.seeds,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.TOMATO.seeds,logistics,3,0.0,2.0,0.45269337016574585,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.seeds,logistics,3,0.0,2.0,0.4504488950276243,current_legal_observation,provisional_not_selected
inventory.MELON.seeds,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.GOOSE.unplaced,logistics,2,0.0,1.0,0.011049723756906077,current_legal_observation,provisional_not_selected
inventory.COW.unplaced,logistics,3,0.0,2.0,0.015193370165745856,current_legal_observation,provisional_not_selected
inventory.SHEEP.unplaced,logistics,2,0.0,1.0,0.010359116022099447,current_legal_observation,provisional_not_selected
own.cash,labor_land,3622,17.0,57542.0,1.0,current_legal_observation,provisional_not_selected
own.workers,labor_land,2,1.0,4.0,1.0,current_legal_observation,provisional_not_selected
own.empty_tiles,labor_land,18,5.0,25.0,1.0,current_legal_observation,provisional_not_selected
own.weed_tiles,labor_land,9,0.0,8.0,0.6332009668508287,current_legal_observation,provisional_not_selected
own.unlocked_tiles,labor_land,1,25.0,25.0,1.0,current_legal_observation,coverage_gap_constant
own.next_hire_cost,labor_land,2,1.0,3.0,1.0,current_legal_observation,provisional_not_selected
own.worker_turns_today,labor_land,7,8.0,80.0,1.0,current_legal_observation,provisional_not_selected
own.water_actions_due,labor_land,11,0.0,10.0,0.8594613259668509,current_legal_observation,provisional_not_selected
own.feed_actions_due,labor_land,7,0.0,6.0,0.6268991712707183,current_legal_observation,provisional_not_selected
own.shed_distance,labor_land,8,0.0,7.0,0.7862569060773481,current_legal_observation,provisional_not_selected
own.crop.WHEAT.count,crop_state,5,0.0,4.0,0.9602900552486188,current_legal_observation,provisional_not_selected
own.crop.WHEAT.mean_age,crop_state,24,0.0,4.0,0.9521754143646409,current_legal_observation,provisional_not_selected
own.crop.WHEAT.harvestable_units,crop_state,19,0.0,19.0,0.888639502762431,current_legal_observation,provisional_not_selected
own.crop.WHEAT.water_due,crop_state,5,0.0,4.0,0.7425759668508287,current_legal_observation,provisional_not_selected
own.crop.WHEAT.death_risk_today,crop_state,2,0.0,1.0,0.02848756906077348,current_legal_observation,provisional_not_selected
own.crop.WHEAT.bonus_water_opportunities,crop_state,5,0.0,4.0,0.6215469613259669,current_legal_observation,provisional_not_selected
own.crop.WHEAT.fertilized_count,crop_state,5,0.0,4.0,0.06284530386740332,current_legal_observation,provisional_not_selected
own.crop.CARROT.count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.mean_age,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.harvestable_units,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.water_due,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.death_risk_today,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.count,crop_state,4,0.0,3.0,0.8838052486187845,current_legal_observation,provisional_not_selected
own.crop.TOMATO.mean_age,crop_state,45,0.0,12.0,0.8803522099447514,current_legal_observation,provisional_not_selected
own.crop.TOMATO.harvestable_units,crop_state,7,0.0,6.0,0.33373618784530384,current_legal_observation,provisional_not_selected
own.crop.TOMATO.water_due,crop_state,4,0.0,3.0,0.757078729281768,current_legal_observation,provisional_not_selected
own.crop.TOMATO.death_risk_today,crop_state,2,0.0,1.0,0.013639502762430939,current_legal_observation,provisional_not_selected
own.crop.TOMATO.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.fertilized_count,crop_state,4,0.0,3.0,0.1054903314917127,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.count,crop_state,4,0.0,3.0,0.955628453038674,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.mean_age,crop_state,60,0.0,17.0,0.9492403314917127,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.harvestable_units,crop_state,5,0.0,4.0,0.22669198895027623,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.water_due,crop_state,4,0.0,3.0,0.7095994475138122,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.death_risk_today,crop_state,2,0.0,1.0,0.0025897790055248618,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.STRAWBERRY.fertilized_count,crop_state,4,0.0,3.0,0.11930248618784531,current_legal_observation,provisional_not_selected
own.crop.MELON.count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.mean_age,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.harvestable_units,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.water_due,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.death_risk_today,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.count,animal_state,3,0.0,2.0,0.994475138121547,current_legal_observation,provisional_not_selected
own.animal.GOOSE.yield_units,animal_state,6,0.0,8.0,0.3140538674033149,current_legal_observation,provisional_not_selected
own.animal.GOOSE.feed_due,animal_state,3,0.0,2.0,0.375517955801105,current_legal_observation,provisional_not_selected
own.animal.GOOSE.escape_risk_today,animal_state,3,0.0,2.0,0.007941988950276244,current_legal_observation,provisional_not_selected
own.animal.GOOSE.fertilizer_available,animal_state,3,0.0,2.0,0.6127417127071824,current_legal_observation,provisional_not_selected
own.animal.GOOSE.care_bonus_banked,animal_state,5,0.0,6.0,0.9350828729281768,current_legal_observation,provisional_not_selected
own.animal.COW.count,animal_state,3,0.0,2.0,0.988950276243094,current_legal_observation,provisional_not_selected
own.animal.COW.yield_units,animal_state,8,0.0,12.0,0.1388121546961326,current_legal_observation,provisional_not_selected
own.animal.COW.feed_due,animal_state,3,0.0,2.0,0.42921270718232046,current_legal_observation,provisional_not_selected
own.animal.COW.escape_risk_today,animal_state,3,0.0,2.0,0.052486187845303865,current_legal_observation,provisional_not_selected
own.animal.COW.fertilizer_available,animal_state,3,0.0,2.0,0.6866367403314917,current_legal_observation,provisional_not_selected
own.animal.COW.care_bonus_banked,animal_state,9,0.0,14.0,0.9226519337016574,current_legal_observation,provisional_not_selected
own.animal.SHEEP.count,animal_state,3,0.0,2.0,0.988950276243094,current_legal_observation,provisional_not_selected
own.animal.SHEEP.yield_units,animal_state,7,0.0,6.0,0.20217541436464087,current_legal_observation,provisional_not_selected
own.animal.SHEEP.feed_due,animal_state,3,0.0,2.0,0.5711325966850829,current_legal_observation,provisional_not_selected
own.animal.SHEEP.escape_risk_today,animal_state,3,0.0,2.0,0.06336325966850828,current_legal_observation,provisional_not_selected
own.animal.SHEEP.fertilizer_available,animal_state,3,0.0,2.0,0.6274171270718232,current_legal_observation,provisional_not_selected
own.animal.SHEEP.care_bonus_banked,animal_state,8,0.0,7.0,0.9112569060773481,current_legal_observation,provisional_not_selected
opponent.cash,labor_land,2274,14.0,47912.0,1.0,current_legal_observation,provisional_not_selected
opponent.workers,labor_land,4,1.0,4.0,1.0,current_legal_observation,provisional_not_selected
opponent.empty_tiles,labor_land,23,0.0,25.0,0.737396408839779,current_legal_observation,provisional_not_selected
opponent.weed_tiles,labor_land,9,0.0,8.0,0.3449585635359116,current_legal_observation,provisional_not_selected
opponent.unlocked_tiles,labor_land,1,25.0,25.0,1.0,current_legal_observation,coverage_gap_constant
opponent.next_hire_cost,labor_land,3,1.0,3.0,1.0,current_legal_observation,provisional_not_selected
opponent.worker_turns_today,labor_land,13,4.0,80.0,1.0,current_legal_observation,provisional_not_selected
opponent.water_actions_due,labor_land,26,0.0,25.0,0.8969267955801105,current_legal_observation,provisional_not_selected
opponent.feed_actions_due,labor_land,7,0.0,6.0,0.24119475138121546,current_legal_observation,provisional_not_selected
opponent.shed_distance,labor_land,9,0.0,8.0,0.8005870165745856,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.count,crop_state,21,0.0,20.0,0.5730317679558011,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.mean_age,crop_state,80,0.0,4.0,0.5650897790055248,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.harvestable_units,crop_state,53,0.0,57.0,0.5250345303867403,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.water_due,crop_state,21,0.0,20.0,0.45079419889502764,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.death_risk_today,crop_state,4,0.0,3.0,0.027451657458563535,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.bonus_water_opportunities,crop_state,21,0.0,20.0,0.3575621546961326,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.CARROT.count,crop_state,21,0.0,20.0,0.07475828729281768,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.mean_age,crop_state,132,0.0,3.0,0.0706146408839779,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.harvestable_units,crop_state,36,0.0,40.0,0.05714779005524862,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.water_due,crop_state,21,0.0,20.0,0.07095994475138122,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.death_risk_today,crop_state,4,0.0,3.0,0.01631560773480663,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.bonus_water_opportunities,crop_state,19,0.0,19.0,0.04204074585635359,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.count,crop_state,4,0.0,3.0,0.43249309392265195,current_legal_observation,provisional_not_selected
opponent.crop.TOMATO.mean_age,crop_state,32,0.0,12.0,0.42955801104972374,current_legal_observation,provisional_not_selected
opponent.crop.TOMATO.harvestable_units,crop_state,4,0.0,3.0,0.162292817679558,current_legal_observation,provisional_not_selected
opponent.crop.TOMATO.water_due,crop_state,4,0.0,3.0,0.35410911602209943,current_legal_observation,provisional_not_selected
opponent.crop.TOMATO.death_risk_today,crop_state,2,0.0,1.0,0.0050069060773480665,current_legal_observation,provisional_not_selected
opponent.crop.TOMATO.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.STRAWBERRY.count,crop_state,6,0.0,5.0,0.710635359116022,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.mean_age,crop_state,97,0.0,17.0,0.705110497237569,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.harvestable_units,crop_state,20,0.0,20.0,0.22159875690607736,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.water_due,crop_state,6,0.0,5.0,0.589174723756906,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.death_risk_today,crop_state,4,0.0,3.0,0.05274516574585635,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.STRAWBERRY.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.MELON.count,crop_state,22,0.0,25.0,0.37396408839779005,current_legal_observation,provisional_not_selected
opponent.crop.MELON.mean_age,crop_state,42,0.0,10.0,0.36015193370165743,current_legal_observation,provisional_not_selected
opponent.crop.MELON.harvestable_units,crop_state,22,0.0,125.0,0.05991022099447514,current_legal_observation,provisional_not_selected
opponent.crop.MELON.water_due,crop_state,23,0.0,25.0,0.3510013812154696,current_legal_observation,provisional_not_selected
opponent.crop.MELON.death_risk_today,crop_state,6,0.0,8.0,0.03504834254143646,current_legal_observation,provisional_not_selected
opponent.crop.MELON.bonus_water_opportunities,crop_state,17,0.0,25.0,0.18577348066298344,current_legal_observation,provisional_not_selected
opponent.crop.MELON.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.count,animal_state,3,0.0,2.0,0.4972375690607735,current_legal_observation,provisional_not_selected
opponent.animal.GOOSE.yield_units,animal_state,5,0.0,8.0,0.143646408839779,current_legal_observation,provisional_not_selected
opponent.animal.GOOSE.feed_due,animal_state,3,0.0,2.0,0.16574585635359115,current_legal_observation,provisional_not_selected
opponent.animal.GOOSE.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.fertilizer_available,animal_state,3,0.0,2.0,0.3138812154696133,current_legal_observation,provisional_not_selected
opponent.animal.GOOSE.care_bonus_banked,animal_state,5,0.0,6.0,0.47099447513812154,current_legal_observation,provisional_not_selected
opponent.animal.COW.count,animal_state,3,0.0,2.0,0.494475138121547,current_legal_observation,provisional_not_selected
opponent.animal.COW.yield_units,animal_state,5,0.0,12.0,0.0649171270718232,current_legal_observation,provisional_not_selected
opponent.animal.COW.feed_due,animal_state,3,0.0,2.0,0.16574585635359115,current_legal_observation,provisional_not_selected
opponent.animal.COW.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.fertilizer_available,animal_state,3,0.0,2.0,0.35911602209944754,current_legal_observation,provisional_not_selected
opponent.animal.COW.care_bonus_banked,animal_state,10,0.0,14.0,0.48342541436464087,current_legal_observation,provisional_not_selected
opponent.animal.SHEEP.count,animal_state,3,0.0,2.0,0.494475138121547,current_legal_observation,provisional_not_selected
opponent.animal.SHEEP.yield_units,animal_state,3,0.0,6.0,0.10445441988950276,current_legal_observation,provisional_not_selected
opponent.animal.SHEEP.feed_due,animal_state,3,0.0,2.0,0.23566988950276244,current_legal_observation,provisional_not_selected
opponent.animal.SHEEP.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.fertilizer_available,animal_state,3,0.0,2.0,0.30334944751381215,current_legal_observation,provisional_not_selected
opponent.animal.SHEEP.care_bonus_banked,animal_state,8,0.0,7.0,0.48342541436464087,current_legal_observation,provisional_not_selected
storage.free_before_market,storage_interactions,41,55.0,100.0,1.0,current_legal_observation,provisional_not_selected
storage.free_after_sell_all,storage_interactions,2,99.0,100.0,1.0,current_legal_observation,provisional_not_selected
storage.night_overflow_if_pass,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.night_overflow_after_sell_all,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.ready_wave_overflow_after_sell_all,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.carried_plus_ready_units,storage_interactions,50,0.0,49.0,0.9791091160220995,current_legal_observation,provisional_not_selected
storage.ready_wave_units,storage_interactions,32,0.0,31.0,0.9074585635359116,current_legal_observation,provisional_not_selected
storage.nonsellable_capacity_lock,storage_interactions,2,0.0,1.0,0.009668508287292817,current_legal_observation,provisional_not_selected
storage.carry_fraction_of_capacity,storage_interactions,42,0.0,0.42,0.8230317679558011,current_legal_observation,provisional_not_selected
capital.receipt_wait_scenario_actions,cashflow,11,5.0,37.0,1.0,current_legal_observation,provisional_not_selected
