first,second,spearman
market.EGG.price,market.EGG.normalized_price,1.0
market.EGG.price,pressure.EGG.visible_rival_supply_stress_price,1.0
market.EGG.normalized_price,pressure.EGG.visible_rival_supply_stress_price,1.0
market.EGG.normalized_supply,market.EGG.sell_5_revenue,-0.9979691157811484
market.EGG.normalized_supply,market.EGG.sell_20_revenue,-1.0
market.EGG.sell_5_revenue,market.EGG.sell_20_revenue,0.9979691157811484
market.MILK.price,market.MILK.normalized_price,1.0
market.MILK.price,market.MILK.normalized_supply,-0.9999908214048636
market.MILK.price,market.MILK.sell_5_revenue,0.9999908214048636
market.MILK.price,market.MILK.sell_20_revenue,0.9999908214048636
market.MILK.price,pressure.MILK.visible_rival_supply_stress_price,1.0
market.MILK.price,market_plan.MILK.h4.demand_only_inventory,-0.9989623251536139
market.MILK.price,market_plan.MILK.h12.demand_only_inventory,-0.9978473915996231
market.MILK.price,market_plan.MILK.h24.demand_only_inventory,-0.9967948644031538
market.MILK.normalized_price,market.MILK.normalized_supply,-0.9999908214048636
market.MILK.normalized_price,market.MILK.sell_5_revenue,0.9999908214048636
market.MILK.normalized_price,market.MILK.sell_20_revenue,0.9999908214048636
market.MILK.normalized_price,pressure.MILK.visible_rival_supply_stress_price,1.0
market.MILK.normalized_price,market_plan.MILK.h4.demand_only_inventory,-0.9989623251536139
market.MILK.normalized_price,market_plan.MILK.h12.demand_only_inventory,-0.9978473915996231
market.MILK.normalized_price,market_plan.MILK.h24.demand_only_inventory,-0.9967948644031538
market.MILK.normalized_supply,market.MILK.sell_5_revenue,-1.0
market.MILK.normalized_supply,market.MILK.sell_20_revenue,-1.0
market.MILK.normalized_supply,pressure.MILK.visible_rival_supply_stress_price,-0.9999908214048636
market.MILK.normalized_supply,market_plan.MILK.h4.demand_only_inventory,0.9989688978142601
market.MILK.normalized_supply,market_plan.MILK.h12.demand_only_inventory,0.9978602627158049
market.MILK.normalized_supply,market_plan.MILK.h24.demand_only_inventory,0.9968141914103843
market.MILK.sell_5_revenue,market.MILK.sell_20_revenue,1.0
market.MILK.sell_5_revenue,pressure.MILK.visible_rival_supply_stress_price,0.9999908214048636
market.MILK.sell_5_revenue,market_plan.MILK.h4.demand_only_inventory,-0.9989688978142601
market.MILK.sell_5_revenue,market_plan.MILK.h12.demand_only_inventory,-0.9978602627158049
market.MILK.sell_5_revenue,market_plan.MILK.h24.demand_only_inventory,-0.9968141914103843
market.MILK.sell_20_revenue,pressure.MILK.visible_rival_supply_stress_price,0.9999908214048636
market.MILK.sell_20_revenue,market_plan.MILK.h4.demand_only_inventory,-0.9989688978142601
market.MILK.sell_20_revenue,market_plan.MILK.h12.demand_only_inventory,-0.9978602627158049
market.MILK.sell_20_revenue,market_plan.MILK.h24.demand_only_inventory,-0.9968141914103843
market.WOOL.price,market.WOOL.normalized_price,1.0
market.WOOL.price,market.WOOL.normalized_supply,-0.9995010606816535
market.WOOL.price,market.WOOL.sell_5_revenue,0.9995203645465943
market.WOOL.price,market.WOOL.sell_20_revenue,0.9995047047736281
market.WOOL.price,pressure.WOOL.visible_rival_supply_stress_price,1.0
market.WOOL.price,market_plan.WOOL.h4.demand_only_inventory,-0.9950481500334222
market.WOOL.normalized_price,market.WOOL.normalized_supply,-0.9995010606816535
market.WOOL.normalized_price,market.WOOL.sell_5_revenue,0.9995203645465943
market.WOOL.normalized_price,market.WOOL.sell_20_revenue,0.9995047047736281
market.WOOL.normalized_price,pressure.WOOL.visible_rival_supply_stress_price,1.0
market.WOOL.normalized_price,market_plan.WOOL.h4.demand_only_inventory,-0.9950481500334222
market.WOOL.normalized_supply,market.WOOL.sell_5_revenue,-0.9999806868717981
market.WOOL.normalized_supply,market.WOOL.sell_20_revenue,-0.9999963541022295
market.WOOL.normalized_supply,pressure.WOOL.visible_rival_supply_stress_price,-0.9995010606816535
market.WOOL.normalized_supply,market_plan.WOOL.h4.demand_only_inventory,0.9960444554885918
market.WOOL.sell_5_revenue,market.WOOL.sell_20_revenue,0.9999843327124472
market.WOOL.sell_5_revenue,pressure.WOOL.visible_rival_supply_stress_price,0.9995203645465943
market.WOOL.sell_5_revenue,market_plan.WOOL.h4.demand_only_inventory,-0.9960314246663052
market.WOOL.sell_20_revenue,pressure.WOOL.visible_rival_supply_stress_price,0.9995047047736281
market.WOOL.sell_20_revenue,market_plan.WOOL.h4.demand_only_inventory,-0.9960400517571874
own.workers,own.next_hire_cost,0.9981160521672922
own.weed_tiles,opponent.weed_tiles,0.9997456218327216
own.shed_distance,delivery.unit0.shed_distance,1.0
own.shed_distance,market_worker.0.delivery_actions,1.0
own.crop.WHEAT.count,own.timing.WHEAT.present,0.9960458980464284
own.crop.WHEAT.count,own.timing.WHEAT.first_maturity_actions,-0.9971672565854232
own.crop.WHEAT.count,own.timing.WHEAT.known_decay_present,0.9960458980464284
own.crop.WHEAT.count,own.timing.WHEAT.first_decay_actions,-0.9952375184999055
own.crop.WHEAT.harvestable_units,market_plan.WHEAT.own_ready_units,1.0
own.crop.WHEAT.bonus_water_opportunities,own.timing.WHEAT.water_now_increment_units,1.0
own.crop.WHEAT.bonus_water_opportunities,own.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
own.crop.CARROT.count,own.timing.CARROT.present,0.9957716342495677
own.crop.CARROT.count,own.timing.CARROT.first_maturity_actions,-0.9968401625970617
own.crop.CARROT.count,own.timing.CARROT.known_decay_present,0.9957716342495677
own.crop.CARROT.count,own.timing.CARROT.first_decay_actions,-0.9961077719955788
own.crop.CARROT.mean_age,opponent.crop.CARROT.mean_age,0.9956888190110595
own.crop.CARROT.harvestable_units,market_plan.CARROT.own_ready_units,1.0
own.crop.CARROT.bonus_water_opportunities,own.timing.CARROT.water_now_increment_units,1.0
own.crop.CARROT.bonus_water_opportunities,own.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
own.crop.STRAWBERRY.mean_age,opponent.crop.STRAWBERRY.mean_age,0.9995515502663676
own.crop.STRAWBERRY.harvestable_units,pressure.STRAWBERRY.own_held_and_ready_wave,0.9952803995907331
own.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.own_ready_units,1.0
own.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.conditional_quantity,0.9952803995907331
own.crop.MELON.mean_age,opponent.crop.MELON.mean_age,0.9993065070944135
own.crop.MELON.harvestable_units,opponent.crop.MELON.harvestable_units,0.9957515922953452
own.crop.MELON.harvestable_units,pressure.MELON.opponent_visible_ready_units,0.9957515922953452
own.crop.MELON.harvestable_units,market_plan.MELON.own_ready_units,1.0
own.crop.MELON.harvestable_units,market_plan.MELON.rival_ready_units,0.9957515922953452
own.crop.MELON.bonus_water_opportunities,opponent.crop.MELON.bonus_water_opportunities,0.9957199886512705
own.crop.MELON.bonus_water_opportunities,own.timing.MELON.water_now_increment_units,1.0
own.crop.MELON.bonus_water_opportunities,opponent.timing.MELON.water_now_increment_units,0.9957199886512705
opponent.workers,opponent.next_hire_cost,0.9977997020194682
opponent.crop.WHEAT.count,opponent.timing.WHEAT.present,0.9962665277977119
opponent.crop.WHEAT.count,opponent.timing.WHEAT.first_maturity_actions,-0.9965955807730231
opponent.crop.WHEAT.count,opponent.timing.WHEAT.known_decay_present,0.9962665277977119
opponent.crop.WHEAT.harvestable_units,pressure.WHEAT.opponent_visible_ready_units,1.0
opponent.crop.WHEAT.harvestable_units,market_plan.WHEAT.rival_ready_units,1.0
opponent.crop.WHEAT.bonus_water_opportunities,opponent.timing.WHEAT.water_now_increment_units,1.0
opponent.crop.WHEAT.bonus_water_opportunities,opponent.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
opponent.crop.CARROT.count,opponent.timing.CARROT.present,0.9959996871879605
opponent.crop.CARROT.count,opponent.timing.CARROT.first_maturity_actions,-0.9962334225681967
opponent.crop.CARROT.count,opponent.timing.CARROT.known_decay_present,0.9959996871879605
opponent.crop.CARROT.harvestable_units,pressure.CARROT.opponent_visible_ready_units,1.0
opponent.crop.CARROT.harvestable_units,market_plan.CARROT.rival_ready_units,1.0
opponent.crop.CARROT.bonus_water_opportunities,opponent.timing.CARROT.water_now_increment_units,1.0
opponent.crop.CARROT.bonus_water_opportunities,opponent.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
opponent.crop.STRAWBERRY.harvestable_units,pressure.STRAWBERRY.opponent_visible_ready_units,1.0
opponent.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.rival_ready_units,1.0
opponent.crop.MELON.harvestable_units,pressure.MELON.opponent_visible_ready_units,1.0
opponent.crop.MELON.harvestable_units,market_plan.MELON.own_ready_units,0.9957515922953452
opponent.crop.MELON.harvestable_units,market_plan.MELON.rival_ready_units,1.0
opponent.crop.MELON.harvestable_units,market_plan.MELON.rival_earliest_delivery,-0.9987628269745857
opponent.crop.MELON.bonus_water_opportunities,own.timing.MELON.water_now_increment_units,0.9957199886512705
opponent.crop.MELON.bonus_water_opportunities,opponent.timing.MELON.water_now_increment_units,1.0
storage.ready_wave_overflow_after_sell_all,interactions.water_bonus_under_overflow_pressure,0.9999748932965101
storage.ready_wave_overflow_after_sell_all,interactions.capacity_pressure_per_worker,1.0
delivery.unit0.shed_distance,market_worker.0.delivery_actions,1.0
delivery.unit0.carried_units,market_worker.0.carried_units,1.0
delivery.unit0.conditional_sale_value,delivery.unit0.value_per_delivery_action,0.9980913797060891
delivery.unit0.conditional_sale_value,market_worker.0.liquidation_revenue,1.0
delivery.unit0.delivery_refresh_slack,market_worker.0.delivery_slack,0.9994799420007437
delivery.unit0.value_per_delivery_action,market_worker.0.liquidation_revenue,0.9980913797060891
delivery.unit1.active,market_plan.MELON.h4.known_demand,-1.0
delivery.unit1.active,market_worker.1.present,1.0
delivery.unit1.shed_distance,market_worker.1.delivery_actions,0.9996325347943937
delivery.unit1.carried_units,market_worker.1.carried_units,1.0
delivery.unit1.conditional_sale_value,delivery.unit1.value_per_delivery_action,0.9991052369211069
delivery.unit1.conditional_sale_value,market_worker.1.liquidation_revenue,1.0
delivery.unit1.delivery_refresh_slack,market_worker.1.delivery_slack,0.9996338817968485
delivery.unit1.delivery_terminal_slack,delivery.unit2.delivery_terminal_slack,0.9985117748094738
delivery.unit1.value_per_delivery_action,market_worker.1.liquidation_revenue,0.9991052369211069
delivery.unit2.active,market_worker.2.present,1.0
delivery.unit2.shed_distance,market_worker.2.delivery_actions,0.9971369642223928
delivery.unit2.carried_units,market_worker.2.carried_units,1.0
delivery.unit2.conditional_sale_value,delivery.unit2.value_per_delivery_action,0.9995806318022876
delivery.unit2.conditional_sale_value,market_worker.2.liquidation_revenue,1.0
delivery.unit2.conditional_sale_value,market_worker.2.quiet_night_revenue,0.9962380199402464
delivery.unit2.conditional_sale_value,market_worker.2.rival_stress_night_revenue,0.9955072619326202
delivery.unit2.delivery_refresh_slack,market_worker.2.delivery_slack,0.9998087889315885
delivery.unit2.value_per_delivery_action,market_worker.2.liquidation_revenue,0.9995806318022876
delivery.unit2.value_per_delivery_action,market_worker.2.quiet_night_revenue,0.9958288835774188
delivery.unit2.value_per_delivery_action,market_worker.2.rival_stress_night_revenue,0.9951664736725634
delivery.unit3.active,market_worker.3.present,1.0
delivery.unit3.active,market_worker.3.night_sale_available,1.0
delivery.unit3.carried_units,delivery.unit3.conditional_sale_value,0.9999089271821839
delivery.unit3.carried_units,delivery.unit3.value_per_delivery_action,0.9999216117490518
delivery.unit3.carried_units,market_worker.3.carried_units,1.0
delivery.unit3.carried_units,market_worker.3.liquidation_revenue,0.9999089271821839
delivery.unit3.carried_units,market_worker.3.quiet_night_revenue,0.9999090277543966
delivery.unit3.carried_units,market_worker.3.rival_stress_night_revenue,0.9996836336425271
delivery.unit3.conditional_sale_value,delivery.unit3.value_per_delivery_action,0.9999850734472762
delivery.unit3.conditional_sale_value,market_worker.3.carried_units,0.9999089271821839
delivery.unit3.conditional_sale_value,market_worker.3.liquidation_revenue,1.0
delivery.unit3.conditional_sale_value,market_worker.3.quiet_night_revenue,0.99999989243382
delivery.unit3.conditional_sale_value,market_worker.3.rival_stress_night_revenue,0.9998597267223059
delivery.unit3.delivery_refresh_slack,market_worker.3.delivery_slack,1.0
delivery.unit3.value_per_delivery_action,market_worker.3.carried_units,0.9999216117490518
delivery.unit3.value_per_delivery_action,market_worker.3.liquidation_revenue,0.9999850734472762
delivery.unit3.value_per_delivery_action,market_worker.3.quiet_night_revenue,0.9999839740355634
delivery.unit3.value_per_delivery_action,market_worker.3.rival_stress_night_revenue,0.9998238932181928
own.timing.WHEAT.water_now_increment_units,own.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
own.timing.WHEAT.present,own.timing.WHEAT.first_maturity_actions,-0.9980180350938208
own.timing.WHEAT.present,own.timing.WHEAT.known_decay_present,1.0
own.timing.WHEAT.present,own.timing.WHEAT.first_decay_actions,-0.9957279196623777
own.timing.WHEAT.first_maturity_actions,own.timing.WHEAT.known_decay_present,-0.9980180350938208
own.timing.WHEAT.first_maturity_actions,own.timing.WHEAT.first_decay_actions,0.9977053366262786
own.timing.WHEAT.known_decay_present,own.timing.WHEAT.first_decay_actions,-0.9957279196623777
own.timing.CARROT.water_now_increment_units,own.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
own.timing.CARROT.present,own.timing.CARROT.first_maturity_actions,-0.9979674212026021
own.timing.CARROT.present,own.timing.CARROT.known_decay_present,1.0
own.timing.CARROT.present,own.timing.CARROT.first_decay_actions,-0.995591366464979
own.timing.CARROT.first_maturity_actions,own.timing.CARROT.known_decay_present,-0.9979674212026021
own.timing.CARROT.first_maturity_actions,own.timing.CARROT.first_decay_actions,0.9976191059075259
own.timing.CARROT.known_decay_present,own.timing.CARROT.first_decay_actions,-0.995591366464979
own.timing.CARROT.mean_worker_distance,opponent.timing.CARROT.mean_worker_distance,0.9955696546600991
own.timing.STRAWBERRY.decay_within_two_actions,opponent.timing.STRAWBERRY.decay_within_two_actions,0.9999740964763866
own.timing.STRAWBERRY.present,opponent.timing.STRAWBERRY.present,0.9985456174028938
own.timing.STRAWBERRY.first_maturity_actions,opponent.timing.STRAWBERRY.first_maturity_actions,0.9998259129972003
own.timing.STRAWBERRY.known_decay_present,own.timing.STRAWBERRY.first_decay_actions,-0.9979974800791594
own.timing.STRAWBERRY.known_decay_present,opponent.timing.STRAWBERRY.known_decay_present,1.0
own.timing.STRAWBERRY.known_decay_present,opponent.timing.STRAWBERRY.first_decay_actions,-0.9979963649621686
own.timing.STRAWBERRY.first_decay_actions,opponent.timing.STRAWBERRY.known_decay_present,-0.9979974800791594
own.timing.STRAWBERRY.first_decay_actions,opponent.timing.STRAWBERRY.first_decay_actions,0.9995716060399731
own.timing.MELON.capped_ready_tiles,own.timing.MELON.avoidable_wait_unit_days,0.9998124777218197
own.timing.MELON.water_now_increment_units,opponent.timing.MELON.water_now_increment_units,0.9957199886512705
own.timing.MELON.refresh_increment_from_fertilizer_given_water,opponent.timing.MELON.refresh_increment_from_fertilizer_given_water,0.99998168883843
own.timing.MELON.present,own.timing.MELON.known_decay_present,1.0
own.timing.MELON.present,opponent.timing.MELON.present,1.0
own.timing.MELON.present,opponent.timing.MELON.known_decay_present,1.0
own.timing.MELON.first_maturity_actions,own.timing.MELON.first_decay_actions,0.9997499984767877
own.timing.MELON.first_maturity_actions,opponent.timing.MELON.first_maturity_actions,0.9985821579424526
own.timing.MELON.first_maturity_actions,opponent.timing.MELON.first_decay_actions,0.998339095496256
own.timing.MELON.known_decay_present,opponent.timing.MELON.present,1.0
own.timing.MELON.known_decay_present,opponent.timing.MELON.known_decay_present,1.0
own.timing.MELON.first_decay_actions,opponent.timing.MELON.first_maturity_actions,0.9981416864199124
own.timing.MELON.first_decay_actions,opponent.timing.MELON.first_decay_actions,0.9983856016583461
opponent.timing.WHEAT.water_now_increment_units,opponent.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
opponent.timing.WHEAT.present,opponent.timing.WHEAT.first_maturity_actions,-0.9978172252975169
opponent.timing.WHEAT.present,opponent.timing.WHEAT.known_decay_present,1.0
opponent.timing.WHEAT.present,opponent.timing.WHEAT.first_decay_actions,-0.995812142320117
opponent.timing.WHEAT.first_maturity_actions,opponent.timing.WHEAT.known_decay_present,-0.9978172252975169
opponent.timing.WHEAT.first_maturity_actions,opponent.timing.WHEAT.first_decay_actions,0.9979905308040737
opponent.timing.WHEAT.known_decay_present,opponent.timing.WHEAT.first_decay_actions,-0.995812142320117
opponent.timing.CARROT.water_now_increment_units,opponent.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
opponent.timing.CARROT.present,opponent.timing.CARROT.first_maturity_actions,-0.9975776429214809
opponent.timing.CARROT.present,opponent.timing.CARROT.known_decay_present,1.0
opponent.timing.CARROT.present,opponent.timing.CARROT.first_decay_actions,-0.9956642399589569
opponent.timing.CARROT.first_maturity_actions,opponent.timing.CARROT.known_decay_present,-0.9975776429214809
opponent.timing.CARROT.first_maturity_actions,opponent.timing.CARROT.first_decay_actions,0.9980819508375105
opponent.timing.CARROT.known_decay_present,opponent.timing.CARROT.first_decay_actions,-0.9956642399589569
opponent.timing.STRAWBERRY.known_decay_present,opponent.timing.STRAWBERRY.first_decay_actions,-0.9979963649621686
opponent.timing.MELON.capped_ready_tiles,opponent.timing.MELON.avoidable_wait_unit_days,0.9998764274712554
opponent.timing.MELON.present,opponent.timing.MELON.known_decay_present,1.0
opponent.timing.MELON.first_maturity_actions,opponent.timing.MELON.first_decay_actions,0.9997565924403281
pressure.WHEAT.own_held_and_ready_wave,pressure.WHEAT.wave_conditional_revenue,0.9999693667677604
pressure.WHEAT.own_held_and_ready_wave,pressure.WHEAT.wave_average_price,0.9956632574543297
pressure.WHEAT.own_held_and_ready_wave,pressure.WHEAT.wave_revenue_after_rival_supply_stress,0.9999688213424499
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.conditional_quantity,1.0
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.immediate_revenue,0.9999693667677604
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.h4.quiet_revenue,0.9999700668216227
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.h4.rival_stress_revenue,0.9999690164036844
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.h12.quiet_revenue,0.9999706507695204
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.h12.rival_stress_revenue,0.9999700707650409
pressure.WHEAT.opponent_visible_ready_units,market_plan.WHEAT.rival_ready_units,1.0
pressure.WHEAT.wave_conditional_revenue,pressure.WHEAT.wave_average_price,0.9960584011418955
pressure.WHEAT.wave_conditional_revenue,pressure.WHEAT.wave_revenue_after_rival_supply_stress,0.9999982315062965
pressure.WHEAT.wave_conditional_revenue,market_plan.WHEAT.conditional_quantity,0.9999693667677604
pressure.WHEAT.wave_conditional_revenue,market_plan.WHEAT.immediate_revenue,1.0
pressure.WHEAT.wave_conditional_revenue,market_plan.WHEAT.h4.quiet_revenue,0.9999983005565133
pressure.WHEAT.wave_conditional_revenue,market_plan.WHEAT.h4.rival_stress_revenue,0.9999988476734957
