first,second,spearman
market.WHEAT.normalized_supply,market_plan.WHEAT.h12.demand_only_inventory,0.9989959786462485
market.WHEAT.normalized_supply,market_plan.WHEAT.h24.demand_only_inventory,0.9981689968768093
market.WHEAT.normalized_supply,livestock.own.COW.daily_feed_current_buy_cost,-0.9991135087975513
market.WHEAT.normalized_supply,livestock.own.GOOSE.daily_feed_current_buy_cost,-0.9991244591212498
market.WHEAT.normalized_supply,livestock.own.SHEEP.daily_feed_current_buy_cost,-0.9979900027612363
market.WHEAT.sell_5_revenue,market.WHEAT.sell_20_revenue,0.999511111868401
market.WHEAT.sell_5_revenue,pressure.WHEAT.visible_rival_supply_stress_price,0.9992360830944881
market.WHEAT.sell_5_revenue,market_plan.WHEAT.h4.demand_only_inventory,-0.9989554162023666
market.WHEAT.sell_5_revenue,market_plan.WHEAT.h12.demand_only_inventory,-0.9984243547961543
market.WHEAT.sell_5_revenue,market_plan.WHEAT.h24.demand_only_inventory,-0.9976309792794628
market.WHEAT.sell_5_revenue,livestock.own.COW.daily_feed_current_buy_cost,0.9993276760405371
market.WHEAT.sell_5_revenue,livestock.own.GOOSE.daily_feed_current_buy_cost,0.9993387576779007
market.WHEAT.sell_5_revenue,livestock.own.SHEEP.daily_feed_current_buy_cost,0.9982004246205414
market.WHEAT.sell_20_revenue,pressure.WHEAT.visible_rival_supply_stress_price,0.9990385789553564
market.WHEAT.sell_20_revenue,market_plan.WHEAT.h4.demand_only_inventory,-0.9994331779487708
market.WHEAT.sell_20_revenue,market_plan.WHEAT.h12.demand_only_inventory,-0.9988860290680384
market.WHEAT.sell_20_revenue,market_plan.WHEAT.h24.demand_only_inventory,-0.9980524118504209
market.WHEAT.sell_20_revenue,livestock.own.COW.daily_feed_current_buy_cost,0.9991245464935501
market.WHEAT.sell_20_revenue,livestock.own.GOOSE.daily_feed_current_buy_cost,0.9991354973220002
market.WHEAT.sell_20_revenue,livestock.own.SHEEP.daily_feed_current_buy_cost,0.9980009742395637
inventory.WHEAT.shed,market_plan.WHEAT.shed_units,1.0
inventory.WHEAT.shed,livestock.resources.wheat_in_shed,1.0
inventory.WHEAT.shed,terminal.WHEAT.shed,1.0
inventory.WHEAT.carried,market_plan.WHEAT.carried_units,1.0
inventory.WHEAT.carried,livestock.resources.wheat_carried,1.0
inventory.WHEAT.carried,terminal.WHEAT.carried,1.0
market.CARROT.price,market.CARROT.normalized_price,1.0
market.CARROT.price,pressure.CARROT.visible_rival_supply_stress_price,1.0
market.CARROT.normalized_price,pressure.CARROT.visible_rival_supply_stress_price,1.0
market.CARROT.normalized_supply,market.CARROT.sell_5_revenue,-0.997440632029286
market.CARROT.normalized_supply,market.CARROT.sell_20_revenue,-1.0
market.CARROT.normalized_supply,market_plan.CARROT.h4.demand_only_inventory,0.9962907043610806
market.CARROT.sell_5_revenue,market.CARROT.sell_20_revenue,0.997440632029286
market.CARROT.sell_20_revenue,market_plan.CARROT.h4.demand_only_inventory,-0.9962907043610806
market.TOMATO.price,market.TOMATO.normalized_price,1.0
market.TOMATO.price,market.TOMATO.normalized_supply,-0.9970925276107167
market.TOMATO.price,market.TOMATO.sell_5_revenue,0.9971442136925177
market.TOMATO.price,market.TOMATO.sell_20_revenue,0.9970925276107167
market.TOMATO.price,pressure.TOMATO.visible_rival_supply_stress_price,0.998080747047838
market.TOMATO.normalized_price,market.TOMATO.normalized_supply,-0.9970925276107167
market.TOMATO.normalized_price,market.TOMATO.sell_5_revenue,0.9971442136925177
market.TOMATO.normalized_price,market.TOMATO.sell_20_revenue,0.9970925276107167
market.TOMATO.normalized_price,pressure.TOMATO.visible_rival_supply_stress_price,0.998080747047838
market.TOMATO.normalized_supply,market.TOMATO.sell_5_revenue,-0.9999481658910603
market.TOMATO.normalized_supply,market.TOMATO.sell_20_revenue,-1.0
market.TOMATO.normalized_supply,pressure.TOMATO.visible_rival_supply_stress_price,-0.9955685031689044
market.TOMATO.normalized_supply,market_plan.TOMATO.h4.demand_only_inventory,0.9961960243240706
market.TOMATO.sell_5_revenue,market.TOMATO.sell_20_revenue,0.9999481658910603
market.TOMATO.sell_5_revenue,pressure.TOMATO.visible_rival_supply_stress_price,0.9955787318455896
market.TOMATO.sell_5_revenue,market_plan.TOMATO.h4.demand_only_inventory,-0.996134683321298
market.TOMATO.sell_20_revenue,pressure.TOMATO.visible_rival_supply_stress_price,0.9955685031689044
market.TOMATO.sell_20_revenue,market_plan.TOMATO.h4.demand_only_inventory,-0.9961960243240706
inventory.TOMATO.shed,inventory.TOMATO.immediate_sale_value,0.9998133853356529
inventory.TOMATO.shed,market_plan.TOMATO.shed_units,1.0
inventory.TOMATO.shed,terminal.TOMATO.shed,1.0
inventory.TOMATO.carried,market_plan.TOMATO.carried_units,1.0
inventory.TOMATO.carried,terminal.TOMATO.carried,1.0
inventory.TOMATO.carried,terminal.TOMATO.carry_sale_value,0.9984193524516756
inventory.TOMATO.immediate_sale_value,market_plan.TOMATO.shed_units,0.9998133853356529
inventory.TOMATO.immediate_sale_value,terminal.TOMATO.shed,0.9998133853356529
market.STRAWBERRY.price,market.STRAWBERRY.normalized_price,1.0
market.STRAWBERRY.price,market.STRAWBERRY.normalized_supply,-0.9999884580307692
market.STRAWBERRY.price,market.STRAWBERRY.sell_5_revenue,0.9999884580307692
market.STRAWBERRY.price,market.STRAWBERRY.sell_20_revenue,0.9999884580307692
market.STRAWBERRY.price,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9991205231167696
market.STRAWBERRY.price,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9972010142823707
market.STRAWBERRY.normalized_price,market.STRAWBERRY.normalized_supply,-0.9999884580307692
market.STRAWBERRY.normalized_price,market.STRAWBERRY.sell_5_revenue,0.9999884580307692
market.STRAWBERRY.normalized_price,market.STRAWBERRY.sell_20_revenue,0.9999884580307692
market.STRAWBERRY.normalized_price,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9991205231167696
market.STRAWBERRY.normalized_price,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9972010142823707
market.STRAWBERRY.normalized_supply,market.STRAWBERRY.sell_5_revenue,-1.0
market.STRAWBERRY.normalized_supply,market.STRAWBERRY.sell_20_revenue,-1.0
market.STRAWBERRY.normalized_supply,pressure.STRAWBERRY.visible_rival_supply_stress_price,-0.9991140723352686
market.STRAWBERRY.normalized_supply,market_plan.STRAWBERRY.h4.demand_only_inventory,0.9972172630525369
market.STRAWBERRY.sell_5_revenue,market.STRAWBERRY.sell_20_revenue,1.0
market.STRAWBERRY.sell_5_revenue,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9991140723352686
market.STRAWBERRY.sell_5_revenue,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9972172630525369
market.STRAWBERRY.sell_20_revenue,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9991140723352686
market.STRAWBERRY.sell_20_revenue,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9972172630525369
inventory.STRAWBERRY.shed,inventory.STRAWBERRY.immediate_sale_value,0.9999243790781389
inventory.STRAWBERRY.shed,market_plan.STRAWBERRY.shed_units,1.0
inventory.STRAWBERRY.shed,terminal.STRAWBERRY.shed,1.0
inventory.STRAWBERRY.carried,market_plan.STRAWBERRY.carried_units,1.0
inventory.STRAWBERRY.carried,terminal.STRAWBERRY.carried,1.0
inventory.STRAWBERRY.carried,terminal.STRAWBERRY.carry_sale_value,0.9989095684807735
inventory.STRAWBERRY.immediate_sale_value,market_plan.STRAWBERRY.shed_units,0.9999243790781389
inventory.STRAWBERRY.immediate_sale_value,terminal.STRAWBERRY.shed,0.9999243790781389
market.MELON.price,market.MELON.normalized_price,1.0
market.MELON.price,market.MELON.normalized_supply,-0.9996718919139875
market.MELON.price,market.MELON.sell_5_revenue,0.9996718919139875
market.MELON.price,market.MELON.sell_20_revenue,0.9996718919139875
market.MELON.normalized_price,market.MELON.normalized_supply,-0.9996718919139875
market.MELON.normalized_price,market.MELON.sell_5_revenue,0.9996718919139875
market.MELON.normalized_price,market.MELON.sell_20_revenue,0.9996718919139875
market.MELON.normalized_supply,market.MELON.sell_5_revenue,-1.0
market.MELON.normalized_supply,market.MELON.sell_20_revenue,-1.0
market.MELON.sell_5_revenue,market.MELON.sell_20_revenue,1.0
market.EGG.price,market.EGG.normalized_price,1.0
market.EGG.price,market.EGG.sell_5_revenue,0.9953100390653505
market.EGG.price,pressure.EGG.visible_rival_supply_stress_price,0.9987354461586118
market.EGG.normalized_price,market.EGG.sell_5_revenue,0.9953100390653505
market.EGG.normalized_price,pressure.EGG.visible_rival_supply_stress_price,0.9987354461586118
market.EGG.normalized_supply,market.EGG.sell_5_revenue,-0.9989976639300502
market.EGG.normalized_supply,market.EGG.sell_20_revenue,-0.9999530267042585
market.EGG.sell_5_revenue,market.EGG.sell_20_revenue,0.9990445923471455
inventory.EGG.shed,inventory.EGG.immediate_sale_value,0.9994271731607378
inventory.EGG.shed,market_plan.EGG.shed_units,1.0
inventory.EGG.shed,terminal.EGG.shed,1.0
inventory.EGG.carried,market_plan.EGG.carried_units,1.0
inventory.EGG.carried,terminal.EGG.carried,1.0
inventory.EGG.immediate_sale_value,market_plan.EGG.shed_units,0.9994271731607378
inventory.EGG.immediate_sale_value,terminal.EGG.shed,0.9994271731607378
market.MILK.price,market.MILK.normalized_price,1.0
market.MILK.price,market.MILK.normalized_supply,-0.9999931519034366
market.MILK.price,market.MILK.sell_5_revenue,0.9999931519034366
market.MILK.price,market.MILK.sell_20_revenue,0.9999931519034366
market.MILK.price,pressure.MILK.visible_rival_supply_stress_price,0.9983067635825523
market.MILK.normalized_price,market.MILK.normalized_supply,-0.9999931519034366
market.MILK.normalized_price,market.MILK.sell_5_revenue,0.9999931519034366
market.MILK.normalized_price,market.MILK.sell_20_revenue,0.9999931519034366
market.MILK.normalized_price,pressure.MILK.visible_rival_supply_stress_price,0.9983067635825523
market.MILK.normalized_supply,market.MILK.sell_5_revenue,-1.0
market.MILK.normalized_supply,market.MILK.sell_20_revenue,-1.0
market.MILK.normalized_supply,pressure.MILK.visible_rival_supply_stress_price,-0.9983010952861853
market.MILK.sell_5_revenue,market.MILK.sell_20_revenue,1.0
market.MILK.sell_5_revenue,pressure.MILK.visible_rival_supply_stress_price,0.9983010952861853
market.MILK.sell_20_revenue,pressure.MILK.visible_rival_supply_stress_price,0.9983010952861853
inventory.MILK.shed,inventory.MILK.immediate_sale_value,0.9998994389724137
inventory.MILK.shed,market_plan.MILK.shed_units,1.0
inventory.MILK.shed,terminal.MILK.shed,1.0
inventory.MILK.carried,market_plan.MILK.carried_units,1.0
inventory.MILK.carried,terminal.MILK.carried,1.0
inventory.MILK.immediate_sale_value,market_plan.MILK.shed_units,0.9998994389724137
inventory.MILK.immediate_sale_value,terminal.MILK.shed,0.9998994389724137
market.WOOL.price,market.WOOL.normalized_price,1.0
market.WOOL.price,market.WOOL.normalized_supply,-0.9998220382181093
market.WOOL.price,market.WOOL.sell_5_revenue,0.9998461002750912
market.WOOL.price,market.WOOL.sell_20_revenue,0.9998221586212963
market.WOOL.price,pressure.WOOL.visible_rival_supply_stress_price,0.9988481667959089
market.WOOL.normalized_price,market.WOOL.normalized_supply,-0.9998220382181093
market.WOOL.normalized_price,market.WOOL.sell_5_revenue,0.9998461002750912
market.WOOL.normalized_price,market.WOOL.sell_20_revenue,0.9998221586212963
market.WOOL.normalized_price,pressure.WOOL.visible_rival_supply_stress_price,0.9988481667959089
market.WOOL.normalized_supply,market.WOOL.sell_5_revenue,-0.9999759342393042
market.WOOL.normalized_supply,market.WOOL.sell_20_revenue,-0.9999998795753965
market.WOOL.normalized_supply,pressure.WOOL.visible_rival_supply_stress_price,-0.9987208603200056
market.WOOL.sell_5_revenue,market.WOOL.sell_20_revenue,0.9999760546610241
market.WOOL.sell_5_revenue,pressure.WOOL.visible_rival_supply_stress_price,0.9987448958756662
market.WOOL.sell_20_revenue,pressure.WOOL.visible_rival_supply_stress_price,0.9987209805905839
inventory.WOOL.shed,inventory.WOOL.immediate_sale_value,0.9998341843242525
inventory.WOOL.shed,market_plan.WOOL.shed_units,1.0
inventory.WOOL.shed,terminal.WOOL.shed,1.0
inventory.WOOL.carried,market_plan.WOOL.carried_units,1.0
inventory.WOOL.carried,terminal.WOOL.carried,1.0
inventory.WOOL.immediate_sale_value,market_plan.WOOL.shed_units,0.9998341843242525
inventory.WOOL.immediate_sale_value,terminal.WOOL.shed,0.9998341843242525
market.FERTILIZER.price,market.FERTILIZER.normalized_price,1.0
market.FERTILIZER.price,market.FERTILIZER.normalized_supply,-0.9996945078046612
market.FERTILIZER.price,market.FERTILIZER.sell_5_revenue,0.9996945078046612
market.FERTILIZER.price,market.FERTILIZER.sell_20_revenue,0.9996945078046612
market.FERTILIZER.price,pressure.FERTILIZER.visible_rival_supply_stress_price,1.0
market.FERTILIZER.price,market_plan.FERTILIZER.h4.demand_only_price,0.9983502503374678
market.FERTILIZER.price,market_plan.FERTILIZER.h12.demand_only_price,0.9967149132363906
market.FERTILIZER.normalized_price,market.FERTILIZER.normalized_supply,-0.9996945078046612
market.FERTILIZER.normalized_price,market.FERTILIZER.sell_5_revenue,0.9996945078046612
market.FERTILIZER.normalized_price,market.FERTILIZER.sell_20_revenue,0.9996945078046612
market.FERTILIZER.normalized_price,pressure.FERTILIZER.visible_rival_supply_stress_price,1.0
market.FERTILIZER.normalized_price,market_plan.FERTILIZER.h4.demand_only_price,0.9983502503374678
market.FERTILIZER.normalized_price,market_plan.FERTILIZER.h12.demand_only_price,0.9967149132363906
market.FERTILIZER.normalized_supply,market.FERTILIZER.sell_5_revenue,-1.0
market.FERTILIZER.normalized_supply,market.FERTILIZER.sell_20_revenue,-1.0
market.FERTILIZER.normalized_supply,pressure.FERTILIZER.visible_rival_supply_stress_price,-0.9996945078046612
market.FERTILIZER.normalized_supply,market_plan.FERTILIZER.h4.demand_only_price,-0.9980641296490446
market.FERTILIZER.normalized_supply,market_plan.FERTILIZER.h12.demand_only_price,-0.9964612005898341
market.FERTILIZER.sell_5_revenue,market.FERTILIZER.sell_20_revenue,1.0
market.FERTILIZER.sell_5_revenue,pressure.FERTILIZER.visible_rival_supply_stress_price,0.9996945078046612
market.FERTILIZER.sell_5_revenue,market_plan.FERTILIZER.h4.demand_only_price,0.9980641296490446
market.FERTILIZER.sell_5_revenue,market_plan.FERTILIZER.h12.demand_only_price,0.9964612005898341
market.FERTILIZER.sell_20_revenue,pressure.FERTILIZER.visible_rival_supply_stress_price,0.9996945078046612
market.FERTILIZER.sell_20_revenue,market_plan.FERTILIZER.h4.demand_only_price,0.9980641296490446
market.FERTILIZER.sell_20_revenue,market_plan.FERTILIZER.h12.demand_only_price,0.9964612005898341
inventory.FERTILIZER.shed,inventory.FERTILIZER.immediate_sale_value,0.9986052147655912
inventory.FERTILIZER.shed,market_plan.FERTILIZER.shed_units,1.0
inventory.FERTILIZER.shed,livestock.resources.manure_in_shed,1.0
inventory.FERTILIZER.shed,terminal.FERTILIZER.shed,1.0
inventory.FERTILIZER.carried,market_plan.FERTILIZER.carried_units,1.0
inventory.FERTILIZER.carried,terminal.FERTILIZER.carried,1.0
inventory.FERTILIZER.immediate_sale_value,market_plan.FERTILIZER.shed_units,0.9986052147655912
inventory.FERTILIZER.immediate_sale_value,livestock.resources.manure_in_shed,0.9986052147655912
inventory.FERTILIZER.immediate_sale_value,terminal.FERTILIZER.shed,0.9986052147655912
own.cash,capital.seed_spendable_cash,0.9999956442508162
own.workers,own.next_hire_cost,1.0
own.workers,delivery.unit1.active,1.0
own.workers,delivery.unit2.active,1.0
own.workers,delivery.unit3.active,1.0
own.workers,market_worker.1.present,1.0
own.workers,market_worker.2.present,1.0
own.workers,market_worker.3.present,1.0
own.workers,terminal.worker1.present,1.0
own.workers,terminal.worker2.present,1.0
own.workers,terminal.worker3.present,1.0
own.next_hire_cost,delivery.unit1.active,1.0
own.next_hire_cost,delivery.unit2.active,1.0
own.next_hire_cost,delivery.unit3.active,1.0
own.next_hire_cost,market_worker.1.present,1.0
own.next_hire_cost,market_worker.2.present,1.0
own.next_hire_cost,market_worker.3.present,1.0
own.next_hire_cost,terminal.worker1.present,1.0
own.next_hire_cost,terminal.worker2.present,1.0
own.next_hire_cost,terminal.worker3.present,1.0
own.feed_actions_due,livestock.resources.feed_due,1.0
own.shed_distance,delivery.unit0.shed_distance,1.0
own.shed_distance,market_worker.0.delivery_actions,1.0
own.crop.WHEAT.count,livestock.fertilizer.WHEAT.extra_scenario_work,0.9999913235719732
own.crop.WHEAT.count,livestock.fertilizer.WHEAT.present,1.0
own.crop.WHEAT.harvestable_units,market_plan.WHEAT.own_ready_units,1.0
own.crop.WHEAT.harvestable_units,terminal.WHEAT.ready,1.0
own.crop.TOMATO.count,livestock.fertilizer.TOMATO.present,1.0
own.crop.TOMATO.harvestable_units,market_plan.TOMATO.own_ready_units,1.0
own.crop.TOMATO.harvestable_units,livestock.fertilizer.TOMATO.first_harvest_action_gain,-0.9972147866759553
own.crop.TOMATO.harvestable_units,terminal.TOMATO.ready,1.0
own.crop.STRAWBERRY.count,livestock.fertilizer.STRAWBERRY.present,1.0
own.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.own_ready_units,1.0
own.crop.STRAWBERRY.harvestable_units,livestock.fertilizer.STRAWBERRY.first_harvest_action_gain,-0.9994902553497981
own.crop.STRAWBERRY.harvestable_units,terminal.STRAWBERRY.ready,1.0
own.animal.GOOSE.count,market_history.WHEAT.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.CARROT.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.TOMATO.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.STRAWBERRY.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.MELON.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.EGG.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.MILK.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.WOOL.w12.observed,0.9999896546194708
own.animal.GOOSE.count,market_history.FERTILIZER.w12.observed,0.9999896546194708
own.animal.GOOSE.count,livestock.own.GOOSE.present,1.0
own.animal.GOOSE.yield_units,market_plan.EGG.own_ready_units,1.0
own.animal.GOOSE.yield_units,livestock.own.GOOSE.held_units,1.0
own.animal.GOOSE.yield_units,terminal.EGG.ready,1.0
own.animal.GOOSE.yield_units,terminal.GOOSE.stored_units,1.0
own.animal.GOOSE.feed_due,livestock.own.GOOSE.feed_due,1.0
own.animal.GOOSE.escape_risk_today,own.husbandry.GOOSE.escape_prevented_by_feed,1.0
own.animal.GOOSE.escape_risk_today,livestock.own.GOOSE.escape_without_feed,1.0
own.animal.GOOSE.escape_risk_today,livestock.own.GOOSE.stored_units_at_escape_risk,1.0
own.animal.GOOSE.escape_risk_today,livestock.own.GOOSE.replacement_coins_at_escape_risk,1.0
own.animal.GOOSE.fertilizer_available,livestock.own.GOOSE.manure_available,1.0
own.animal.GOOSE.fertilizer_available,livestock.own.GOOSE.uncollected_manure_slot_at_refresh,1.0
own.animal.GOOSE.care_bonus_banked,livestock.own.GOOSE.banked_care,1.0
own.animal.COW.count,livestock.own.COW.present,1.0
own.animal.COW.yield_units,market_plan.MILK.own_ready_units,1.0
own.animal.COW.yield_units,livestock.own.COW.held_units,1.0
own.animal.COW.yield_units,terminal.MILK.ready,1.0
own.animal.COW.yield_units,terminal.COW.stored_units,1.0
own.animal.COW.feed_due,livestock.own.COW.feed_due,1.0
own.animal.COW.escape_risk_today,own.husbandry.COW.escape_prevented_by_feed,1.0
own.animal.COW.escape_risk_today,livestock.own.COW.escape_without_feed,1.0
own.animal.COW.escape_risk_today,livestock.own.COW.replacement_coins_at_escape_risk,1.0
own.animal.COW.fertilizer_available,livestock.own.COW.manure_available,1.0
own.animal.COW.fertilizer_available,livestock.own.COW.uncollected_manure_slot_at_refresh,1.0
own.animal.COW.care_bonus_banked,livestock.own.COW.banked_care,1.0
own.animal.SHEEP.count,livestock.own.SHEEP.present,1.0
own.animal.SHEEP.yield_units,market_plan.WOOL.own_ready_units,1.0
own.animal.SHEEP.yield_units,livestock.own.SHEEP.held_units,1.0
own.animal.SHEEP.yield_units,terminal.WOOL.ready,1.0
own.animal.SHEEP.yield_units,terminal.SHEEP.stored_units,1.0
own.animal.SHEEP.feed_due,livestock.own.SHEEP.feed_due,1.0
own.animal.SHEEP.escape_risk_today,own.husbandry.SHEEP.escape_prevented_by_feed,1.0
own.animal.SHEEP.escape_risk_today,livestock.own.SHEEP.escape_without_feed,1.0
own.animal.SHEEP.escape_risk_today,livestock.own.SHEEP.replacement_coins_at_escape_risk,1.0
own.animal.SHEEP.fertilizer_available,livestock.own.SHEEP.manure_available,1.0
own.animal.SHEEP.fertilizer_available,livestock.own.SHEEP.uncollected_manure_slot_at_refresh,1.0
own.animal.SHEEP.care_bonus_banked,livestock.own.SHEEP.banked_care,1.0
opponent.workers,opponent.next_hire_cost,1.0
opponent.crop.WHEAT.harvestable_units,pressure.WHEAT.opponent_visible_ready_units,1.0
opponent.crop.WHEAT.harvestable_units,market_plan.WHEAT.rival_ready_units,1.0
opponent.crop.TOMATO.harvestable_units,pressure.TOMATO.opponent_visible_ready_units,1.0
opponent.crop.TOMATO.harvestable_units,market_plan.TOMATO.rival_ready_units,1.0
opponent.crop.STRAWBERRY.harvestable_units,pressure.STRAWBERRY.opponent_visible_ready_units,1.0
opponent.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.rival_ready_units,1.0
opponent.crop.MELON.harvestable_units,pressure.MELON.opponent_visible_ready_units,1.0
opponent.crop.MELON.harvestable_units,market_plan.MELON.rival_ready_units,1.0
opponent.crop.MELON.harvestable_units,market_plan.MELON.rival_earliest_delivery,-0.996071749330733
opponent.crop.MELON.bonus_water_opportunities,opponent.timing.MELON.water_now_increment_units,1.0
opponent.animal.GOOSE.count,opponent.animal.COW.count,0.9972515398770867
opponent.animal.GOOSE.count,livestock.opponent.COW.present,0.9972515398770867
opponent.animal.GOOSE.count,livestock.opponent.GOOSE.present,1.0
opponent.animal.GOOSE.yield_units,pressure.EGG.opponent_visible_ready_units,1.0
opponent.animal.GOOSE.yield_units,market_plan.EGG.rival_ready_units,1.0
opponent.animal.GOOSE.yield_units,market_plan.EGG.rival_earliest_delivery,-0.9979077883220875
opponent.animal.GOOSE.yield_units,livestock.opponent.GOOSE.held_units,1.0
opponent.animal.GOOSE.feed_due,livestock.opponent.GOOSE.feed_due,1.0
opponent.animal.GOOSE.escape_risk_today,opponent.husbandry.GOOSE.escape_prevented_by_feed,1.0
opponent.animal.GOOSE.escape_risk_today,livestock.opponent.GOOSE.escape_without_feed,1.0
opponent.animal.GOOSE.escape_risk_today,livestock.opponent.GOOSE.stored_units_at_escape_risk,1.0
opponent.animal.GOOSE.escape_risk_today,livestock.opponent.GOOSE.replacement_coins_at_escape_risk,1.0
opponent.animal.GOOSE.fertilizer_available,livestock.opponent.GOOSE.manure_available,1.0
opponent.animal.GOOSE.fertilizer_available,livestock.opponent.GOOSE.uncollected_manure_slot_at_refresh,1.0
opponent.animal.GOOSE.care_bonus_banked,livestock.opponent.GOOSE.banked_care,1.0
opponent.animal.COW.count,livestock.opponent.COW.present,1.0
opponent.animal.COW.count,livestock.opponent.GOOSE.present,0.9972515398770867
opponent.animal.COW.yield_units,pressure.MILK.opponent_visible_ready_units,1.0
opponent.animal.COW.yield_units,market_plan.MILK.rival_ready_units,1.0
opponent.animal.COW.yield_units,market_plan.MILK.rival_earliest_delivery,-0.999307712902768
opponent.animal.COW.yield_units,market_plan.MILK.h4.rival_penalty,0.9991136642316293
opponent.animal.COW.yield_units,market_plan.MILK.h12.rival_penalty,0.9992199782284167
opponent.animal.COW.yield_units,market_plan.MILK.h24.rival_penalty,0.9992152140841122
opponent.animal.COW.yield_units,livestock.opponent.COW.held_units,1.0
opponent.animal.COW.feed_due,livestock.opponent.COW.feed_due,1.0
opponent.animal.COW.escape_risk_today,opponent.husbandry.COW.escape_prevented_by_feed,1.0
opponent.animal.COW.escape_risk_today,livestock.opponent.COW.escape_without_feed,1.0
opponent.animal.COW.escape_risk_today,livestock.opponent.COW.replacement_coins_at_escape_risk,1.0
opponent.animal.COW.fertilizer_available,livestock.opponent.COW.manure_available,1.0
opponent.animal.COW.fertilizer_available,livestock.opponent.COW.uncollected_manure_slot_at_refresh,1.0
opponent.animal.COW.care_bonus_banked,livestock.opponent.COW.banked_care,1.0
opponent.animal.SHEEP.count,livestock.opponent.SHEEP.present,1.0
opponent.animal.SHEEP.yield_units,pressure.WOOL.opponent_visible_ready_units,1.0
