first,second,spearman
market.WHEAT.sell_20_revenue,market_plan.WHEAT.h12.demand_only_inventory,-0.9983633118715954
market.WHEAT.sell_20_revenue,market_plan.WHEAT.h24.demand_only_inventory,-0.9974859803068524
inventory.WHEAT.shed,inventory.WHEAT.immediate_sale_value,0.9999983660990567
inventory.WHEAT.shed,market_plan.WHEAT.shed_units,1.0
inventory.WHEAT.carried,market_plan.WHEAT.carried_units,1.0
inventory.WHEAT.immediate_sale_value,market_plan.WHEAT.shed_units,0.9999983660990567
market.CARROT.price,market.CARROT.normalized_price,1.0
market.CARROT.price,pressure.CARROT.visible_rival_supply_stress_price,0.9999875091725178
market.CARROT.normalized_price,pressure.CARROT.visible_rival_supply_stress_price,0.9999875091725178
market.CARROT.normalized_supply,market.CARROT.sell_5_revenue,-0.9990218723810893
market.CARROT.normalized_supply,market.CARROT.sell_20_revenue,-1.0
market.CARROT.normalized_supply,market_plan.CARROT.h4.demand_only_inventory,0.9967351559222927
market.CARROT.sell_5_revenue,market.CARROT.sell_20_revenue,0.9990218723810893
market.CARROT.sell_5_revenue,market_plan.CARROT.h4.demand_only_inventory,-0.9956779040828229
market.CARROT.sell_20_revenue,market_plan.CARROT.h4.demand_only_inventory,-0.9967351559222927
inventory.CARROT.shed,inventory.CARROT.immediate_sale_value,0.9999989970800832
inventory.CARROT.shed,market_plan.CARROT.shed_units,1.0
inventory.CARROT.carried,market_plan.CARROT.carried_units,1.0
inventory.CARROT.immediate_sale_value,market_plan.CARROT.shed_units,0.9999989970800832
market.TOMATO.price,market.TOMATO.normalized_price,1.0
market.TOMATO.price,pressure.TOMATO.visible_rival_supply_stress_price,1.0
market.TOMATO.normalized_price,pressure.TOMATO.visible_rival_supply_stress_price,1.0
market.TOMATO.normalized_supply,market.TOMATO.sell_5_revenue,-0.9994143612800223
market.TOMATO.normalized_supply,market.TOMATO.sell_20_revenue,-1.0
market.TOMATO.normalized_supply,market_plan.TOMATO.h4.demand_only_inventory,0.9970213091338642
market.TOMATO.sell_5_revenue,market.TOMATO.sell_20_revenue,0.9994143612800223
market.TOMATO.sell_5_revenue,market_plan.TOMATO.h4.demand_only_inventory,-0.9964335227191292
market.TOMATO.sell_20_revenue,market_plan.TOMATO.h4.demand_only_inventory,-0.9970213091338642
market.STRAWBERRY.price,market.STRAWBERRY.normalized_price,1.0
market.STRAWBERRY.price,market.STRAWBERRY.normalized_supply,-0.9999895942266634
market.STRAWBERRY.price,market.STRAWBERRY.sell_5_revenue,0.9999895945926814
market.STRAWBERRY.price,market.STRAWBERRY.sell_20_revenue,0.9999895942266634
market.STRAWBERRY.price,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9980060408655329
market.STRAWBERRY.price,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9970669933879935
market.STRAWBERRY.normalized_price,market.STRAWBERRY.normalized_supply,-0.9999895942266634
market.STRAWBERRY.normalized_price,market.STRAWBERRY.sell_5_revenue,0.9999895945926814
market.STRAWBERRY.normalized_price,market.STRAWBERRY.sell_20_revenue,0.9999895942266634
market.STRAWBERRY.normalized_price,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9980060408655329
market.STRAWBERRY.normalized_price,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9970669933879935
market.STRAWBERRY.normalized_supply,market.STRAWBERRY.sell_5_revenue,-0.9999999996339782
market.STRAWBERRY.normalized_supply,market.STRAWBERRY.sell_20_revenue,-1.0
market.STRAWBERRY.normalized_supply,pressure.STRAWBERRY.visible_rival_supply_stress_price,-0.9980275123779785
market.STRAWBERRY.normalized_supply,market_plan.STRAWBERRY.h4.demand_only_inventory,0.9970823409084356
market.STRAWBERRY.sell_5_revenue,market.STRAWBERRY.sell_20_revenue,0.9999999996339782
market.STRAWBERRY.sell_5_revenue,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9980275366814128
market.STRAWBERRY.sell_5_revenue,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9970823398459037
market.STRAWBERRY.sell_20_revenue,pressure.STRAWBERRY.visible_rival_supply_stress_price,0.9980275123779785
market.STRAWBERRY.sell_20_revenue,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.9970823409084356
inventory.STRAWBERRY.shed,inventory.STRAWBERRY.immediate_sale_value,0.9999990658696537
inventory.STRAWBERRY.shed,market_plan.STRAWBERRY.shed_units,1.0
inventory.STRAWBERRY.carried,market_plan.STRAWBERRY.carried_units,1.0
inventory.STRAWBERRY.immediate_sale_value,market_plan.STRAWBERRY.shed_units,0.9999990658696537
market.MELON.price,market.MELON.normalized_price,1.0
market.MELON.price,market.MELON.normalized_supply,-0.9999988583166621
market.MELON.price,market.MELON.sell_5_revenue,0.999999048596947
market.MELON.price,market.MELON.sell_20_revenue,0.9999988583166621
market.MELON.normalized_price,market.MELON.normalized_supply,-0.9999988583166621
market.MELON.normalized_price,market.MELON.sell_5_revenue,0.999999048596947
market.MELON.normalized_price,market.MELON.sell_20_revenue,0.9999988583166621
market.MELON.normalized_supply,market.MELON.sell_5_revenue,-0.9999998097195342
market.MELON.normalized_supply,market.MELON.sell_20_revenue,-1.0
market.MELON.sell_5_revenue,market.MELON.sell_20_revenue,0.9999998097195342
inventory.MELON.shed,inventory.MELON.immediate_sale_value,0.9999519698348318
inventory.MELON.shed,market_plan.MELON.shed_units,1.0
inventory.MELON.carried,market_plan.MELON.carried_units,1.0
inventory.MELON.immediate_sale_value,market_plan.MELON.shed_units,0.9999519698348318
market.EGG.price,market.EGG.normalized_price,1.0
market.EGG.price,market.EGG.normalized_supply,-0.9954350071493389
market.EGG.price,market.EGG.sell_5_revenue,0.9961735411802859
market.EGG.price,market.EGG.sell_20_revenue,0.9954350071493389
market.EGG.price,pressure.EGG.visible_rival_supply_stress_price,1.0
market.EGG.normalized_price,market.EGG.normalized_supply,-0.9954350071493389
market.EGG.normalized_price,market.EGG.sell_5_revenue,0.9961735411802859
market.EGG.normalized_price,market.EGG.sell_20_revenue,0.9954350071493389
market.EGG.normalized_price,pressure.EGG.visible_rival_supply_stress_price,1.0
market.EGG.normalized_supply,market.EGG.sell_5_revenue,-0.9992586291440023
market.EGG.normalized_supply,market.EGG.sell_20_revenue,-1.0
market.EGG.normalized_supply,pressure.EGG.visible_rival_supply_stress_price,-0.9954350071493389
market.EGG.normalized_supply,market_plan.EGG.h4.demand_only_inventory,0.9987103195895961
market.EGG.normalized_supply,market_plan.EGG.h12.demand_only_inventory,0.9973487488063506
market.EGG.normalized_supply,market_plan.EGG.h24.demand_only_inventory,0.9955839303671015
market.EGG.sell_5_revenue,market.EGG.sell_20_revenue,0.9992586291440023
market.EGG.sell_5_revenue,pressure.EGG.visible_rival_supply_stress_price,0.9961735411802859
market.EGG.sell_5_revenue,market_plan.EGG.h4.demand_only_inventory,-0.997930931702182
market.EGG.sell_5_revenue,market_plan.EGG.h12.demand_only_inventory,-0.9965136258341025
market.EGG.sell_20_revenue,pressure.EGG.visible_rival_supply_stress_price,0.9954350071493389
market.EGG.sell_20_revenue,market_plan.EGG.h4.demand_only_inventory,-0.9987103195895961
market.EGG.sell_20_revenue,market_plan.EGG.h12.demand_only_inventory,-0.9973487488063506
market.EGG.sell_20_revenue,market_plan.EGG.h24.demand_only_inventory,-0.9955839303671015
market.MILK.price,market.MILK.normalized_price,1.0
market.MILK.price,market.MILK.normalized_supply,-0.999987228133336
market.MILK.price,market.MILK.sell_5_revenue,0.999987228133336
market.MILK.price,market.MILK.sell_20_revenue,0.999987228133336
market.MILK.price,pressure.MILK.visible_rival_supply_stress_price,1.0
market.MILK.price,market_plan.MILK.h4.demand_only_inventory,-0.9978893123931503
market.MILK.price,market_plan.MILK.h12.demand_only_inventory,-0.9956730528232273
market.MILK.normalized_price,market.MILK.normalized_supply,-0.999987228133336
market.MILK.normalized_price,market.MILK.sell_5_revenue,0.999987228133336
market.MILK.normalized_price,market.MILK.sell_20_revenue,0.999987228133336
market.MILK.normalized_price,pressure.MILK.visible_rival_supply_stress_price,1.0
market.MILK.normalized_price,market_plan.MILK.h4.demand_only_inventory,-0.9978893123931503
market.MILK.normalized_price,market_plan.MILK.h12.demand_only_inventory,-0.9956730528232273
market.MILK.normalized_supply,market.MILK.sell_5_revenue,-1.0
market.MILK.normalized_supply,market.MILK.sell_20_revenue,-1.0
market.MILK.normalized_supply,pressure.MILK.visible_rival_supply_stress_price,-0.999987228133336
market.MILK.normalized_supply,market_plan.MILK.h4.demand_only_inventory,0.997898540235724
market.MILK.normalized_supply,market_plan.MILK.h12.demand_only_inventory,0.9956886349231655
market.MILK.sell_5_revenue,market.MILK.sell_20_revenue,1.0
market.MILK.sell_5_revenue,pressure.MILK.visible_rival_supply_stress_price,0.999987228133336
market.MILK.sell_5_revenue,market_plan.MILK.h4.demand_only_inventory,-0.997898540235724
market.MILK.sell_5_revenue,market_plan.MILK.h12.demand_only_inventory,-0.9956886349231655
market.MILK.sell_20_revenue,pressure.MILK.visible_rival_supply_stress_price,0.999987228133336
market.MILK.sell_20_revenue,market_plan.MILK.h4.demand_only_inventory,-0.997898540235724
market.MILK.sell_20_revenue,market_plan.MILK.h12.demand_only_inventory,-0.9956886349231655
market.WOOL.price,market.WOOL.normalized_price,1.0
market.WOOL.price,market.WOOL.normalized_supply,-0.9994901566652672
market.WOOL.price,market.WOOL.sell_5_revenue,0.9995038267462397
market.WOOL.price,market.WOOL.sell_20_revenue,0.999490167206175
market.WOOL.price,pressure.WOOL.visible_rival_supply_stress_price,1.0
market.WOOL.price,market_plan.WOOL.h4.demand_only_inventory,-0.9966018895332273
market.WOOL.normalized_price,market.WOOL.normalized_supply,-0.9994901566652672
market.WOOL.normalized_price,market.WOOL.sell_5_revenue,0.9995038267462397
market.WOOL.normalized_price,market.WOOL.sell_20_revenue,0.999490167206175
market.WOOL.normalized_price,pressure.WOOL.visible_rival_supply_stress_price,1.0
market.WOOL.normalized_price,market_plan.WOOL.h4.demand_only_inventory,-0.9966018895332273
market.WOOL.normalized_supply,market.WOOL.sell_5_revenue,-0.9999863231329318
market.WOOL.normalized_supply,market.WOOL.sell_20_revenue,-0.9999999894537152
market.WOOL.normalized_supply,pressure.WOOL.visible_rival_supply_stress_price,-0.9994901566652672
market.WOOL.normalized_supply,market_plan.WOOL.h4.demand_only_inventory,0.9974192365086563
market.WOOL.sell_5_revenue,market.WOOL.sell_20_revenue,0.9999863336790724
market.WOOL.sell_5_revenue,pressure.WOOL.visible_rival_supply_stress_price,0.9995038267462397
market.WOOL.sell_5_revenue,market_plan.WOOL.h4.demand_only_inventory,-0.9974001140296016
market.WOOL.sell_20_revenue,pressure.WOOL.visible_rival_supply_stress_price,0.999490167206175
market.WOOL.sell_20_revenue,market_plan.WOOL.h4.demand_only_inventory,-0.9974192382391539
own.workers,own.next_hire_cost,0.9980103472822485
own.shed_distance,delivery.unit0.shed_distance,1.0
own.shed_distance,market_worker.0.delivery_actions,1.0
own.crop.WHEAT.harvestable_units,market_plan.WHEAT.own_ready_units,1.0
own.crop.WHEAT.bonus_water_opportunities,own.timing.WHEAT.water_now_increment_units,1.0
own.crop.WHEAT.bonus_water_opportunities,own.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
own.crop.CARROT.count,own.timing.CARROT.present,0.9969155227560178
own.crop.CARROT.count,own.timing.CARROT.first_maturity_actions,-0.9967753354464775
own.crop.CARROT.count,own.timing.CARROT.known_decay_present,0.9969155227560178
own.crop.CARROT.count,own.timing.CARROT.first_decay_actions,-0.9955555144739906
own.crop.CARROT.harvestable_units,market_plan.CARROT.own_ready_units,1.0
own.crop.CARROT.bonus_water_opportunities,own.timing.CARROT.water_now_increment_units,1.0
own.crop.CARROT.bonus_water_opportunities,own.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
own.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.own_ready_units,1.0
own.crop.MELON.count,opponent.crop.MELON.count,0.9970418761098149
own.crop.MELON.harvestable_units,market_plan.MELON.own_ready_units,1.0
own.crop.MELON.bonus_water_opportunities,own.timing.MELON.water_now_increment_units,1.0
opponent.workers,opponent.next_hire_cost,0.9978055304457332
opponent.crop.WHEAT.harvestable_units,pressure.WHEAT.opponent_visible_ready_units,1.0
opponent.crop.WHEAT.harvestable_units,market_plan.WHEAT.rival_ready_units,1.0
opponent.crop.WHEAT.bonus_water_opportunities,opponent.timing.WHEAT.water_now_increment_units,1.0
opponent.crop.WHEAT.bonus_water_opportunities,opponent.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
opponent.crop.CARROT.count,opponent.timing.CARROT.present,0.9972469029936897
opponent.crop.CARROT.count,opponent.timing.CARROT.first_maturity_actions,-0.99647674806777
opponent.crop.CARROT.count,opponent.timing.CARROT.known_decay_present,0.9972469029936897
opponent.crop.CARROT.count,opponent.timing.CARROT.first_decay_actions,-0.9955962169984884
opponent.crop.CARROT.harvestable_units,pressure.CARROT.opponent_visible_ready_units,1.0
opponent.crop.CARROT.harvestable_units,market_plan.CARROT.rival_ready_units,1.0
opponent.crop.CARROT.bonus_water_opportunities,opponent.timing.CARROT.water_now_increment_units,1.0
opponent.crop.CARROT.bonus_water_opportunities,opponent.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
opponent.crop.STRAWBERRY.harvestable_units,pressure.STRAWBERRY.opponent_visible_ready_units,1.0
opponent.crop.STRAWBERRY.harvestable_units,market_plan.STRAWBERRY.rival_ready_units,1.0
opponent.crop.MELON.harvestable_units,pressure.MELON.opponent_visible_ready_units,1.0
opponent.crop.MELON.harvestable_units,market_plan.MELON.rival_ready_units,1.0
opponent.crop.MELON.harvestable_units,market_plan.MELON.rival_earliest_delivery,-0.9987051403085111
opponent.crop.MELON.harvestable_units,market_plan.MELON.h12.rival_penalty,0.9997623953175593
opponent.crop.MELON.harvestable_units,market_plan.MELON.h24.rival_penalty,0.9998662575450029
opponent.crop.MELON.bonus_water_opportunities,opponent.timing.MELON.water_now_increment_units,1.0
storage.ready_wave_overflow_after_sell_all,interactions.water_bonus_under_overflow_pressure,0.9995322283250984
storage.ready_wave_overflow_after_sell_all,interactions.capacity_pressure_per_worker,0.9998683947014563
delivery.unit0.shed_distance,market_worker.0.delivery_actions,1.0
delivery.unit0.carried_units,delivery.unit0.conditional_sale_value,0.9952826830623994
delivery.unit0.carried_units,market_worker.0.carried_units,1.0
delivery.unit0.carried_units,market_worker.0.liquidation_revenue,0.9952826830623994
delivery.unit0.conditional_sale_value,delivery.unit0.value_per_delivery_action,0.9993886519449795
delivery.unit0.conditional_sale_value,market_worker.0.carried_units,0.9952826830623994
delivery.unit0.conditional_sale_value,market_worker.0.liquidation_revenue,1.0
delivery.unit0.delivery_refresh_slack,market_worker.0.delivery_slack,0.9994483743968149
delivery.unit0.value_per_delivery_action,market_worker.0.liquidation_revenue,0.9993886519449795
delivery.unit1.active,market_plan.MELON.h4.known_demand,-1.0
delivery.unit1.active,market_worker.1.present,1.0
delivery.unit1.shed_distance,market_worker.1.delivery_actions,0.9995244449851294
delivery.unit1.carried_units,market_worker.1.carried_units,1.0
delivery.unit1.conditional_sale_value,delivery.unit1.value_per_delivery_action,0.9996568497091555
delivery.unit1.conditional_sale_value,market_worker.1.liquidation_revenue,1.0
delivery.unit1.delivery_refresh_slack,market_worker.1.delivery_slack,0.9994910388768768
delivery.unit1.delivery_terminal_slack,delivery.unit2.delivery_terminal_slack,0.9984606684724896
delivery.unit1.value_per_delivery_action,market_worker.1.liquidation_revenue,0.9996568497091555
delivery.unit2.active,market_worker.2.present,1.0
delivery.unit2.shed_distance,market_worker.2.delivery_actions,0.9979181264713762
delivery.unit2.carried_units,market_worker.2.carried_units,1.0
delivery.unit2.conditional_sale_value,delivery.unit2.value_per_delivery_action,0.999410052600406
delivery.unit2.conditional_sale_value,market_worker.2.liquidation_revenue,1.0
delivery.unit2.conditional_sale_value,market_worker.2.quiet_night_revenue,0.996481655350804
delivery.unit2.conditional_sale_value,market_worker.2.rival_stress_night_revenue,0.9952981285172421
delivery.unit2.delivery_refresh_slack,market_worker.2.delivery_slack,0.9997757982862826
delivery.unit2.value_per_delivery_action,market_worker.2.liquidation_revenue,0.999410052600406
delivery.unit2.value_per_delivery_action,market_worker.2.quiet_night_revenue,0.995429711576508
delivery.unit3.active,market_worker.3.present,1.0
delivery.unit3.active,market_worker.3.night_sale_available,1.0
delivery.unit3.carried_units,delivery.unit3.conditional_sale_value,0.9998835828207946
delivery.unit3.carried_units,delivery.unit3.value_per_delivery_action,0.9998716719926396
delivery.unit3.carried_units,market_worker.3.carried_units,1.0
delivery.unit3.carried_units,market_worker.3.liquidation_revenue,0.9998835828207946
delivery.unit3.carried_units,market_worker.3.quiet_night_revenue,0.999883602550965
delivery.unit3.carried_units,market_worker.3.rival_stress_night_revenue,0.99982985488243
delivery.unit3.conditional_sale_value,delivery.unit3.value_per_delivery_action,0.9999894688439663
delivery.unit3.conditional_sale_value,market_worker.3.carried_units,0.9998835828207946
delivery.unit3.conditional_sale_value,market_worker.3.liquidation_revenue,1.0
delivery.unit3.conditional_sale_value,market_worker.3.quiet_night_revenue,0.9999997668517979
delivery.unit3.conditional_sale_value,market_worker.3.rival_stress_night_revenue,0.9999351024630088
delivery.unit3.delivery_refresh_slack,market_worker.3.delivery_slack,1.0
delivery.unit3.value_per_delivery_action,market_worker.3.carried_units,0.9998716719926396
delivery.unit3.value_per_delivery_action,market_worker.3.liquidation_revenue,0.9999894688439663
delivery.unit3.value_per_delivery_action,market_worker.3.quiet_night_revenue,0.9999896742652641
delivery.unit3.value_per_delivery_action,market_worker.3.rival_stress_night_revenue,0.9999429215412874
own.timing.WHEAT.water_now_increment_units,own.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
own.timing.WHEAT.present,own.timing.WHEAT.first_maturity_actions,-0.995741014342409
own.timing.WHEAT.present,own.timing.WHEAT.known_decay_present,1.0
own.timing.WHEAT.first_maturity_actions,own.timing.WHEAT.known_decay_present,-0.995741014342409
own.timing.WHEAT.first_maturity_actions,own.timing.WHEAT.first_decay_actions,0.995361082262662
own.timing.CARROT.water_now_increment_units,own.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
own.timing.CARROT.present,own.timing.CARROT.first_maturity_actions,-0.998209688215045
own.timing.CARROT.present,own.timing.CARROT.known_decay_present,1.0
own.timing.CARROT.present,own.timing.CARROT.first_decay_actions,-0.996890385333718
own.timing.CARROT.first_maturity_actions,own.timing.CARROT.known_decay_present,-0.998209688215045
own.timing.CARROT.first_maturity_actions,own.timing.CARROT.first_decay_actions,0.9986783309189416
own.timing.CARROT.known_decay_present,own.timing.CARROT.first_decay_actions,-0.996890385333718
own.timing.STRAWBERRY.known_decay_present,own.timing.STRAWBERRY.first_decay_actions,-0.9984637450400045
own.timing.MELON.capped_ready_tiles,own.timing.MELON.avoidable_wait_unit_days,0.9997770611071902
own.timing.MELON.present,own.timing.MELON.known_decay_present,1.0
own.timing.MELON.first_maturity_actions,own.timing.MELON.first_decay_actions,0.9997322857801412
opponent.timing.WHEAT.water_now_increment_units,opponent.timing.WHEAT.refresh_increment_from_fertilizer_given_water,1.0
opponent.timing.WHEAT.present,opponent.timing.WHEAT.first_maturity_actions,-0.9953020936192974
opponent.timing.WHEAT.present,opponent.timing.WHEAT.known_decay_present,1.0
opponent.timing.WHEAT.first_maturity_actions,opponent.timing.WHEAT.known_decay_present,-0.9953020936192974
opponent.timing.WHEAT.first_maturity_actions,opponent.timing.WHEAT.first_decay_actions,0.995982211923718
opponent.timing.CARROT.water_now_increment_units,opponent.timing.CARROT.refresh_increment_from_fertilizer_given_water,1.0
opponent.timing.CARROT.present,opponent.timing.CARROT.first_maturity_actions,-0.9979470235361854
opponent.timing.CARROT.present,opponent.timing.CARROT.known_decay_present,1.0
opponent.timing.CARROT.present,opponent.timing.CARROT.first_decay_actions,-0.9971338177382679
opponent.timing.CARROT.first_maturity_actions,opponent.timing.CARROT.known_decay_present,-0.9979470235361854
opponent.timing.CARROT.first_maturity_actions,opponent.timing.CARROT.first_decay_actions,0.9991851212752397
opponent.timing.CARROT.known_decay_present,opponent.timing.CARROT.first_decay_actions,-0.9971338177382679
opponent.timing.STRAWBERRY.known_decay_present,opponent.timing.STRAWBERRY.first_decay_actions,-0.9981605137715236
opponent.timing.MELON.capped_ready_tiles,opponent.timing.MELON.avoidable_wait_unit_days,0.9999110221379608
opponent.timing.MELON.present,opponent.timing.MELON.known_decay_present,1.0
opponent.timing.MELON.first_maturity_actions,opponent.timing.MELON.first_decay_actions,0.9997624603200792
pressure.WHEAT.own_held_and_ready_wave,pressure.WHEAT.wave_conditional_revenue,0.9999551589610131
pressure.WHEAT.own_held_and_ready_wave,pressure.WHEAT.wave_revenue_after_rival_supply_stress,0.9999533020052097
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.conditional_quantity,1.0
pressure.WHEAT.own_held_and_ready_wave,market_plan.WHEAT.immediate_revenue,0.9999551589610131
pressure.WHEAT.opponent_visible_ready_units,market_plan.WHEAT.rival_ready_units,1.0
pressure.WHEAT.wave_conditional_revenue,pressure.WHEAT.wave_revenue_after_rival_supply_stress,0.9999989965871676
pressure.WHEAT.wave_conditional_revenue,market_plan.WHEAT.conditional_quantity,0.9999551589610131
pressure.WHEAT.wave_conditional_revenue,market_plan.WHEAT.immediate_revenue,1.0
pressure.WHEAT.visible_rival_supply_stress_price,market_plan.WHEAT.h4.demand_only_inventory,-0.9981628486222608
pressure.WHEAT.visible_rival_supply_stress_price,market_plan.WHEAT.h12.demand_only_inventory,-0.9975008720946271
pressure.WHEAT.visible_rival_supply_stress_price,market_plan.WHEAT.h24.demand_only_inventory,-0.9966352048941656
pressure.WHEAT.wave_revenue_after_rival_supply_stress,market_plan.WHEAT.conditional_quantity,0.9999533020052097
pressure.WHEAT.wave_revenue_after_rival_supply_stress,market_plan.WHEAT.immediate_revenue,0.9999989965871676
pressure.CARROT.own_held_and_ready_wave,pressure.CARROT.wave_conditional_revenue,0.9999807188214349
pressure.CARROT.own_held_and_ready_wave,pressure.CARROT.wave_average_price,0.9965385414673503
pressure.CARROT.own_held_and_ready_wave,pressure.CARROT.wave_revenue_after_rival_supply_stress,0.9999808886887604
pressure.CARROT.own_held_and_ready_wave,market_plan.CARROT.conditional_quantity,1.0
pressure.CARROT.own_held_and_ready_wave,market_plan.CARROT.immediate_revenue,0.9999807188214349
pressure.CARROT.opponent_visible_ready_units,market_plan.CARROT.rival_ready_units,1.0
pressure.CARROT.wave_conditional_revenue,pressure.CARROT.wave_average_price,0.996836717187971
pressure.CARROT.wave_conditional_revenue,pressure.CARROT.wave_revenue_after_rival_supply_stress,0.9999997781134005
pressure.CARROT.wave_conditional_revenue,market_plan.CARROT.conditional_quantity,0.9999807188214349
pressure.CARROT.wave_conditional_revenue,market_plan.CARROT.immediate_revenue,1.0
pressure.CARROT.wave_average_price,pressure.CARROT.wave_revenue_after_rival_supply_stress,0.9968353687128271
pressure.CARROT.wave_average_price,market_plan.CARROT.conditional_quantity,0.9965385414673503
pressure.CARROT.wave_average_price,market_plan.CARROT.immediate_revenue,0.996836717187971
pressure.CARROT.wave_revenue_after_rival_supply_stress,market_plan.CARROT.conditional_quantity,0.9999808886887604
pressure.CARROT.wave_revenue_after_rival_supply_stress,market_plan.CARROT.immediate_revenue,0.9999997781134005
pressure.TOMATO.known_demand_next_day,pressure.TOMATO.wave_minus_known_day_demand,-1.0
pressure.STRAWBERRY.own_held_and_ready_wave,pressure.STRAWBERRY.wave_conditional_revenue,0.9997130995397946
pressure.STRAWBERRY.own_held_and_ready_wave,pressure.STRAWBERRY.wave_revenue_after_rival_supply_stress,0.9996493085578093
pressure.STRAWBERRY.own_held_and_ready_wave,market_plan.STRAWBERRY.conditional_quantity,1.0
pressure.STRAWBERRY.own_held_and_ready_wave,market_plan.STRAWBERRY.immediate_revenue,0.9997130995397946
pressure.STRAWBERRY.opponent_visible_ready_units,market_plan.STRAWBERRY.rival_ready_units,1.0
pressure.STRAWBERRY.wave_conditional_revenue,pressure.STRAWBERRY.wave_revenue_after_rival_supply_stress,0.9999873445828324
pressure.STRAWBERRY.wave_conditional_revenue,market_plan.STRAWBERRY.conditional_quantity,0.9997130995397946
pressure.STRAWBERRY.wave_conditional_revenue,market_plan.STRAWBERRY.immediate_revenue,1.0
pressure.STRAWBERRY.visible_rival_supply_stress_price,market_plan.STRAWBERRY.h4.demand_only_inventory,-0.995834868746762
pressure.STRAWBERRY.wave_revenue_after_rival_supply_stress,market_plan.STRAWBERRY.conditional_quantity,0.9996493085578093
