seed,seat,arm,product,candidate_units_sold,opponent_units_sold,candidate_first_sale_step,opponent_first_sale_step,candidate_first_sale_lead_actions
1101,1,001,STRAWBERRY,20,36,696.0,696.0,0.0
1101,1,001,MELON,270,105,264.0,312.0,48.0
1101,1,010,WHEAT,35,37,696.0,696.0,0.0
1101,1,010,CARROT,0,0,,,
1101,1,010,TOMATO,0,0,,,
1101,1,010,STRAWBERRY,18,20,696.0,696.0,0.0
1101,1,010,MELON,177,177,312.0,312.0,0.0
1101,1,011,WHEAT,92,50,624.0,552.0,-72.0
1101,1,011,CARROT,0,0,,,
1101,1,011,TOMATO,0,0,,,
1101,1,011,STRAWBERRY,20,36,696.0,696.0,0.0
1101,1,011,MELON,270,105,264.0,312.0,48.0
1101,1,100,WHEAT,26,37,696.0,696.0,0.0
1101,1,100,CARROT,0,0,,,
1101,1,100,TOMATO,0,0,,,
1101,1,100,STRAWBERRY,26,20,696.0,696.0,0.0
1101,1,100,MELON,112,177,289.0,312.0,23.0
1101,1,101,WHEAT,66,35,600.0,552.0,-48.0
1101,1,101,CARROT,3,0,699.0,,
1101,1,101,TOMATO,0,0,,,
1101,1,101,STRAWBERRY,36,55,693.0,696.0,3.0
1101,1,101,MELON,240,105,242.0,312.0,70.0
1101,1,110,WHEAT,26,37,696.0,696.0,0.0
1101,1,110,CARROT,0,0,,,
1101,1,110,TOMATO,0,0,,,
1101,1,110,STRAWBERRY,26,20,696.0,696.0,0.0
1101,1,110,MELON,112,177,289.0,312.0,23.0
1101,1,111,WHEAT,66,35,600.0,552.0,-48.0
1101,1,111,CARROT,3,0,699.0,,
1101,1,111,TOMATO,0,0,,,
1101,1,111,STRAWBERRY,36,55,693.0,696.0,3.0
1101,1,111,MELON,240,105,242.0,312.0,70.0
1102,0,000,WHEAT,0,0,,,
1102,0,000,CARROT,46,46,528.0,528.0,0.0
1102,0,000,TOMATO,0,0,,,
1102,0,000,STRAWBERRY,19,19,696.0,696.0,0.0
1102,0,000,MELON,177,177,312.0,312.0,0.0
1102,0,001,WHEAT,0,0,,,
1102,0,001,CARROT,95,35,600.0,528.0,-72.0
1102,0,001,TOMATO,0,0,,,
1102,0,001,STRAWBERRY,12,51,696.0,696.0,0.0
1102,0,001,MELON,270,107,264.0,312.0,48.0
1102,0,010,WHEAT,0,0,,,
1102,0,010,CARROT,46,46,528.0,528.0,0.0
1102,0,010,TOMATO,0,0,,,
1102,0,010,STRAWBERRY,19,19,696.0,696.0,0.0
1102,0,010,MELON,177,177,312.0,312.0,0.0
1102,0,011,WHEAT,0,0,,,
1102,0,011,CARROT,95,35,600.0,528.0,-72.0
1102,0,011,TOMATO,0,0,,,
1102,0,011,STRAWBERRY,12,51,696.0,696.0,0.0
1102,0,011,MELON,270,107,264.0,312.0,48.0
1102,0,100,WHEAT,0,0,,,
1102,0,100,CARROT,26,45,672.0,528.0,-144.0
1102,0,100,TOMATO,0,0,,,
1102,0,100,STRAWBERRY,24,18,696.0,696.0,0.0
1102,0,100,MELON,114,177,289.0,312.0,23.0
1102,0,101,WHEAT,0,0,,,
1102,0,101,CARROT,73,24,576.0,528.0,-48.0
1102,0,101,TOMATO,0,0,,,
1102,0,101,STRAWBERRY,39,48,696.0,696.0,0.0
1102,0,101,MELON,240,107,242.0,312.0,70.0
1102,0,110,WHEAT,0,0,,,
1102,0,110,CARROT,26,45,672.0,528.0,-144.0
1102,0,110,TOMATO,0,0,,,
1102,0,110,STRAWBERRY,24,18,696.0,696.0,0.0
1102,0,110,MELON,114,177,289.0,312.0,23.0
1102,0,111,WHEAT,0,0,,,
1102,0,111,CARROT,73,24,576.0,528.0,-48.0
1102,0,111,TOMATO,0,0,,,
1102,0,111,STRAWBERRY,39,48,696.0,696.0,0.0
1102,0,111,MELON,240,107,242.0,312.0,70.0
1102,1,000,WHEAT,0,0,,,
1102,1,000,CARROT,46,46,528.0,528.0,0.0
1102,1,000,TOMATO,0,0,,,
1102,1,000,STRAWBERRY,19,19,696.0,696.0,0.0
1102,1,000,MELON,177,177,312.0,312.0,0.0
1102,1,001,WHEAT,0,0,,,
1102,1,001,CARROT,87,33,600.0,528.0,-72.0
1102,1,001,TOMATO,0,0,,,
1102,1,001,STRAWBERRY,20,51,696.0,693.0,-3.0
1102,1,001,MELON,270,107,264.0,312.0,48.0
1102,1,010,WHEAT,0,0,,,
1102,1,010,CARROT,46,46,528.0,528.0,0.0
1102,1,010,TOMATO,0,0,,,
1102,1,010,STRAWBERRY,19,19,696.0,696.0,0.0
1102,1,010,MELON,177,177,312.0,312.0,0.0
1102,1,011,WHEAT,0,0,,,
1102,1,011,CARROT,87,33,600.0,528.0,-72.0
1102,1,011,TOMATO,0,0,,,
1102,1,011,STRAWBERRY,20,51,696.0,693.0,-3.0
1102,1,011,MELON,270,107,264.0,312.0,48.0
1102,1,100,WHEAT,0,0,,,
1102,1,100,CARROT,26,45,672.0,528.0,-144.0
1102,1,100,TOMATO,0,0,,,
1102,1,100,STRAWBERRY,24,18,696.0,696.0,0.0
1102,1,100,MELON,114,177,289.0,312.0,23.0
1102,1,101,WHEAT,0,0,,,
1102,1,101,CARROT,77,28,576.0,528.0,-48.0
1102,1,101,TOMATO,0,0,,,
1102,1,101,STRAWBERRY,40,51,696.0,696.0,0.0
1102,1,101,MELON,240,107,242.0,312.0,70.0
1102,1,110,WHEAT,0,0,,,
1102,1,110,CARROT,26,45,672.0,528.0,-144.0
1102,1,110,TOMATO,0,0,,,
1102,1,110,STRAWBERRY,24,18,696.0,696.0,0.0
1102,1,110,MELON,114,177,289.0,312.0,23.0
1102,1,111,WHEAT,0,0,,,
1102,1,111,CARROT,77,28,576.0,528.0,-48.0
1102,1,111,TOMATO,0,0,,,
1102,1,111,STRAWBERRY,40,51,696.0,696.0,0.0
1102,1,111,MELON,240,107,242.0,312.0,70.0
1103,0,000,WHEAT,31,38,696.0,696.0,0.0
1103,0,000,CARROT,0,0,,,
1103,0,000,TOMATO,0,0,,,
1103,0,000,STRAWBERRY,17,11,696.0,696.0,0.0
1103,0,000,MELON,177,177,312.0,312.0,0.0
1103,0,001,WHEAT,72,54,624.0,552.0,-72.0
1103,0,001,CARROT,10,0,699.0,,
1103,0,001,TOMATO,0,0,,,
1103,0,001,STRAWBERRY,20,45,696.0,696.0,0.0
1103,0,001,MELON,270,105,264.0,312.0,48.0
1103,0,010,WHEAT,31,38,696.0,696.0,0.0
1103,0,010,CARROT,0,0,,,
1103,0,010,TOMATO,0,0,,,
1103,0,010,STRAWBERRY,17,11,696.0,696.0,0.0
1103,0,010,MELON,177,177,312.0,312.0,0.0
1103,0,011,WHEAT,72,54,624.0,552.0,-72.0
1103,0,011,CARROT,10,0,699.0,,
1103,0,011,TOMATO,0,0,,,
1103,0,011,STRAWBERRY,20,45,696.0,696.0,0.0
1103,0,011,MELON,270,105,264.0,312.0,48.0
1103,0,100,WHEAT,32,37,552.0,696.0,144.0
1103,0,100,CARROT,0,0,,,
1103,0,100,TOMATO,0,0,,,
1103,0,100,STRAWBERRY,24,23,696.0,696.0,0.0
1103,0,100,MELON,114,177,289.0,312.0,23.0
1103,0,101,WHEAT,0,0,,,
1103,0,101,CARROT,68,27,576.0,528.0,-48.0
1103,0,101,TOMATO,0,0,,,
1103,0,101,STRAWBERRY,36,51,696.0,696.0,0.0
1103,0,101,MELON,240,105,242.0,312.0,70.0
1103,0,110,WHEAT,32,37,552.0,696.0,144.0
1103,0,110,CARROT,0,0,,,
1103,0,110,TOMATO,0,0,,,
1103,0,110,STRAWBERRY,24,23,696.0,696.0,0.0
1103,0,110,MELON,114,177,289.0,312.0,23.0
1103,0,111,WHEAT,0,0,,,
1103,0,111,CARROT,68,27,576.0,528.0,-48.0
1103,0,111,TOMATO,0,0,,,
1103,0,111,STRAWBERRY,36,51,696.0,696.0,0.0
1103,0,111,MELON,240,105,242.0,312.0,70.0
1103,1,000,WHEAT,38,31,696.0,696.0,0.0
1103,1,000,CARROT,0,0,,,
1103,1,000,TOMATO,0,0,,,
1103,1,000,STRAWBERRY,11,17,696.0,696.0,0.0
1103,1,000,MELON,177,177,312.0,312.0,0.0
1103,1,001,WHEAT,72,54,624.0,552.0,-72.0
1103,1,001,CARROT,10,0,699.0,,
1103,1,001,TOMATO,0,0,,,
1103,1,001,STRAWBERRY,20,45,696.0,696.0,0.0
1103,1,001,MELON,270,105,264.0,312.0,48.0
1103,1,010,WHEAT,38,31,696.0,696.0,0.0
1103,1,010,CARROT,0,0,,,
1103,1,010,TOMATO,0,0,,,
1103,1,010,STRAWBERRY,11,17,696.0,696.0,0.0
1103,1,010,MELON,177,177,312.0,312.0,0.0
1103,1,011,WHEAT,72,54,624.0,552.0,-72.0
1103,1,011,CARROT,10,0,699.0,,
1103,1,011,TOMATO,0,0,,,
1103,1,011,STRAWBERRY,20,45,696.0,696.0,0.0
1103,1,011,MELON,270,105,264.0,312.0,48.0
1103,1,100,WHEAT,32,37,552.0,696.0,144.0
1103,1,100,CARROT,0,0,,,
1103,1,100,TOMATO,0,0,,,
1103,1,100,STRAWBERRY,24,23,696.0,696.0,0.0
1103,1,100,MELON,114,177,289.0,312.0,23.0
1103,1,101,WHEAT,0,0,,,
1103,1,101,CARROT,68,27,576.0,528.0,-48.0
1103,1,101,TOMATO,0,0,,,
1103,1,101,STRAWBERRY,36,51,696.0,696.0,0.0
1103,1,101,MELON,240,105,242.0,312.0,70.0
1103,1,110,WHEAT,32,37,552.0,696.0,144.0
1103,1,110,CARROT,0,0,,,
1103,1,110,TOMATO,0,0,,,
1103,1,110,STRAWBERRY,24,23,696.0,696.0,0.0
1103,1,110,MELON,114,177,289.0,312.0,23.0
1103,1,111,WHEAT,0,0,,,
1103,1,111,CARROT,68,27,576.0,528.0,-48.0
1103,1,111,TOMATO,0,0,,,
1103,1,111,STRAWBERRY,36,51,696.0,696.0,0.0
1103,1,111,MELON,240,105,242.0,312.0,70.0
1104,0,000,WHEAT,0,0,,,
1104,0,000,CARROT,54,48,552.0,670.0,118.0
1104,0,000,TOMATO,0,0,,,
1104,0,000,STRAWBERRY,8,3,714.0,696.0,-18.0
1104,0,000,MELON,177,177,312.0,312.0,0.0
1104,0,001,WHEAT,0,0,,,
1104,0,001,CARROT,103,53,600.0,528.0,-72.0
1104,0,001,TOMATO,0,0,,,
1104,0,001,STRAWBERRY,20,56,696.0,696.0,0.0
1104,0,001,MELON,270,108,264.0,312.0,48.0
1104,0,010,WHEAT,0,0,,,
1104,0,010,CARROT,54,48,552.0,670.0,118.0
1104,0,010,TOMATO,0,0,,,
1104,0,010,STRAWBERRY,8,3,714.0,696.0,-18.0
1104,0,010,MELON,177,177,312.0,312.0,0.0
1104,0,011,WHEAT,0,0,,,
1104,0,011,CARROT,103,53,600.0,528.0,-72.0
1104,0,011,TOMATO,0,0,,,
1104,0,011,STRAWBERRY,20,56,696.0,696.0,0.0
1104,0,011,MELON,270,108,264.0,312.0,48.0
1104,0,100,WHEAT,0,0,,,
1104,0,100,CARROT,58,48,480.0,670.0,190.0
1104,0,100,TOMATO,0,0,,,
1104,0,100,STRAWBERRY,19,3,696.0,696.0,0.0
1104,0,100,MELON,114,177,289.0,312.0,23.0
1104,0,101,WHEAT,0,0,,,
1104,0,101,CARROT,73,49,576.0,480.0,-96.0
1104,0,101,TOMATO,0,0,,,
1104,0,101,STRAWBERRY,40,60,693.0,696.0,3.0
1104,0,101,MELON,240,107,242.0,312.0,70.0
1104,0,110,WHEAT,0,0,,,
1104,0,110,CARROT,58,48,480.0,670.0,190.0
1104,0,110,TOMATO,0,0,,,
1104,0,110,STRAWBERRY,19,3,696.0,696.0,0.0
1104,0,110,MELON,114,177,289.0,312.0,23.0
1104,0,111,WHEAT,0,0,,,
1104,0,111,CARROT,73,49,576.0,480.0,-96.0
1104,0,111,TOMATO,0,0,,,
1104,0,111,STRAWBERRY,40,60,693.0,696.0,3.0
1104,0,111,MELON,240,107,242.0,312.0,70.0
1104,1,000,WHEAT,0,0,,,
1104,1,000,CARROT,48,54,670.0,552.0,-118.0
1104,1,000,TOMATO,0,0,,,
1104,1,000,STRAWBERRY,3,8,696.0,714.0,18.0
1104,1,000,MELON,177,177,312.0,312.0,0.0
1104,1,001,WHEAT,0,0,,,
1104,1,001,CARROT,103,54,600.0,528.0,-72.0
1104,1,001,TOMATO,0,0,,,
1104,1,001,STRAWBERRY,20,45,696.0,696.0,0.0
1104,1,001,MELON,270,108,264.0,312.0,48.0
1104,1,010,WHEAT,0,0,,,
1104,1,010,CARROT,48,54,670.0,552.0,-118.0
1104,1,010,TOMATO,0,0,,,
1104,1,010,STRAWBERRY,3,8,696.0,714.0,18.0
1104,1,010,MELON,177,177,312.0,312.0,0.0
1104,1,011,WHEAT,0,0,,,
1104,1,011,CARROT,103,54,600.0,528.0,-72.0
1104,1,011,TOMATO,0,0,,,
1104,1,011,STRAWBERRY,20,45,696.0,696.0,0.0
1104,1,011,MELON,270,108,264.0,312.0,48.0
1104,1,100,WHEAT,0,0,,,
1104,1,100,CARROT,49,53,480.0,552.0,72.0
1104,1,100,TOMATO,0,0,,,
1104,1,100,STRAWBERRY,21,12,696.0,706.0,10.0
1104,1,100,MELON,114,177,289.0,312.0,23.0
1104,1,101,WHEAT,0,0,,,
1104,1,101,CARROT,73,49,576.0,480.0,-96.0
1104,1,101,TOMATO,0,0,,,
1104,1,101,STRAWBERRY,40,60,693.0,696.0,3.0
1104,1,101,MELON,240,107,242.0,312.0,70.0
1104,1,110,WHEAT,0,0,,,
1104,1,110,CARROT,49,53,480.0,552.0,72.0
1104,1,110,TOMATO,0,0,,,
1104,1,110,STRAWBERRY,21,12,696.0,706.0,10.0
1104,1,110,MELON,114,177,289.0,312.0,23.0
1104,1,111,WHEAT,0,0,,,
1104,1,111,CARROT,73,49,576.0,480.0,-96.0
1104,1,111,TOMATO,0,0,,,
1104,1,111,STRAWBERRY,40,60,693.0,696.0,3.0
1104,1,111,MELON,240,107,242.0,312.0,70.0
