feature,family,distinct_development_values,minimum,maximum,nonzero_fraction,availability,status
market.WHEAT.normalized_price,market_curves,28,1.0,2.08,1.0,current_legal_observation,provisional_not_selected
market.WHEAT.normalized_supply,market_curves,533,-1.78,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.WHEAT.one_unit_price_impact,market_curves,2,0.0,1.0,0.12039594843462247,current_legal_observation,provisional_not_selected
market.WHEAT.sell_5_revenue,market_curves,117,121.0,260.0,1.0,current_legal_observation,provisional_not_selected
market.WHEAT.sell_20_revenue,market_curves,364,467.0,1030.0,1.0,current_legal_observation,provisional_not_selected
demand.WHEAT.current_daily_units,town_demand,9,1.0,49.0,1.0,current_legal_observation,provisional_not_selected
inventory.WHEAT.shed,logistics,11,0.0,44.0,0.013812154696132596,current_legal_observation,provisional_not_selected
inventory.WHEAT.carried,logistics,12,0.0,36.0,0.06330570902394107,current_legal_observation,provisional_not_selected
inventory.WHEAT.immediate_sale_value,market_curves,34,0.0,1988.0,0.013812154696132596,current_legal_observation,provisional_not_selected
market.CARROT.price,market_curves,36,35.0,70.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.normalized_price,market_curves,36,1.0,2.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.normalized_supply,market_curves,406,-0.9933333333333333,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.CARROT.one_unit_price_impact,market_curves,2,0.0,1.0,0.08310313075506445,current_legal_observation,provisional_not_selected
market.CARROT.sell_5_revenue,market_curves,164,168.0,349.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.sell_20_revenue,market_curves,406,634.0,1381.0,1.0,current_legal_observation,provisional_not_selected
demand.CARROT.current_daily_units,town_demand,6,1.0,31.0,1.0,current_legal_observation,provisional_not_selected
inventory.CARROT.shed,logistics,10,0.0,33.0,0.012085635359116022,current_legal_observation,provisional_not_selected
inventory.CARROT.carried,logistics,12,0.0,30.0,0.0471915285451197,current_legal_observation,provisional_not_selected
inventory.CARROT.immediate_sale_value,market_curves,27,0.0,1973.0,0.012085635359116022,current_legal_observation,provisional_not_selected
market.TOMATO.price,market_curves,91,60.0,247.0,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.normalized_price,market_curves,91,1.0,4.116666666666666,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.normalized_supply,market_curves,297,-1.86,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.TOMATO.one_unit_price_impact,market_curves,4,0.0,3.0,0.16965930018416206,current_legal_observation,provisional_not_selected
market.TOMATO.sell_5_revenue,market_curves,217,284.0,1216.0,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.sell_20_revenue,market_curves,297,1054.0,4608.0,1.0,current_legal_observation,provisional_not_selected
demand.TOMATO.current_daily_units,town_demand,5,1.0,25.0,1.0,current_legal_observation,provisional_not_selected
inventory.TOMATO.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.TOMATO.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.TOMATO.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.STRAWBERRY.price,market_curves,195,120.0,332.0,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.normalized_price,market_curves,195,1.0,2.7666666666666666,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.normalized_supply,market_curves,524,-6.34,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.STRAWBERRY.one_unit_price_impact,market_curves,6,0.0,8.0,0.4965469613259669,current_legal_observation,provisional_not_selected
market.STRAWBERRY.sell_5_revenue,market_curves,521,580.0,1656.0,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.sell_20_revenue,market_curves,524,2034.0,6598.0,1.0,current_legal_observation,provisional_not_selected
demand.STRAWBERRY.current_daily_units,town_demand,7,1.0,37.0,1.0,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.shed,logistics,14,0.0,36.0,0.013466850828729282,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.carried,logistics,12,0.0,36.0,0.041666666666666664,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.immediate_sale_value,market_curves,49,0.0,11113.0,0.013466850828729282,current_legal_observation,provisional_not_selected
market.MELON.price,market_curves,27,1.0,271.0,1.0,current_legal_observation,provisional_not_selected
market.MELON.normalized_price,market_curves,27,0.004,1.084,1.0,current_legal_observation,provisional_not_selected
market.MELON.normalized_supply,market_curves,29,-0.03333333333333333,0.5266666666666666,0.994475138121547,current_legal_observation,provisional_not_selected
market.MELON.one_unit_price_impact,market_curves,6,0.0,6.0,0.9373848987108656,current_legal_observation,provisional_not_selected
market.MELON.sell_5_revenue,market_curves,28,5.0,1345.0,1.0,current_legal_observation,provisional_not_selected
market.MELON.sell_20_revenue,market_curves,29,20.0,5151.0,1.0,current_legal_observation,provisional_not_selected
demand.MELON.current_daily_units,town_demand,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
inventory.MELON.shed,logistics,6,0.0,90.0,0.016574585635359115,current_legal_observation,provisional_not_selected
inventory.MELON.carried,logistics,12,0.0,72.0,0.06906077348066299,current_legal_observation,provisional_not_selected
inventory.MELON.immediate_sale_value,market_curves,9,0.0,17550.0,0.016574585635359115,current_legal_observation,provisional_not_selected
market.EGG.price,market_curves,55,50.0,130.0,1.0,current_legal_observation,provisional_not_selected
market.EGG.normalized_price,market_curves,55,1.0,2.6,1.0,current_legal_observation,provisional_not_selected
market.EGG.normalized_supply,market_curves,380,-1.5542168674698795,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.EGG.one_unit_price_impact,market_curves,2,0.0,1.0,0.072744014732965,current_legal_observation,provisional_not_selected
market.EGG.sell_5_revenue,market_curves,151,242.0,645.0,1.0,current_legal_observation,provisional_not_selected
market.EGG.sell_20_revenue,market_curves,380,927.0,2495.0,1.0,current_legal_observation,provisional_not_selected
demand.EGG.current_daily_units,town_demand,6,1.0,31.0,1.0,current_legal_observation,provisional_not_selected
inventory.EGG.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.EGG.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.EGG.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.MILK.price,market_curves,169,160.0,347.0,1.0,current_legal_observation,provisional_not_selected
market.MILK.normalized_price,market_curves,169,1.0,2.16875,1.0,current_legal_observation,provisional_not_selected
market.MILK.normalized_supply,market_curves,386,-3.7868852459016393,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.MILK.one_unit_price_impact,market_curves,5,0.0,9.0,0.6072744014732965,current_legal_observation,provisional_not_selected
market.MILK.sell_5_revenue,market_curves,386,780.0,1732.0,1.0,current_legal_observation,provisional_not_selected
market.MILK.sell_20_revenue,market_curves,386,2802.0,6898.0,1.0,current_legal_observation,provisional_not_selected
demand.MILK.current_daily_units,town_demand,5,1.0,25.0,1.0,current_legal_observation,provisional_not_selected
inventory.MILK.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.MILK.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.MILK.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.WOOL.price,market_curves,39,200.0,249.0,1.0,current_legal_observation,provisional_not_selected
market.WOOL.normalized_price,market_curves,39,1.0,1.245,1.0,current_legal_observation,provisional_not_selected
market.WOOL.normalized_supply,market_curves,246,-3.0285714285714285,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.WOOL.one_unit_price_impact,market_curves,5,0.0,6.0,0.533609576427256,current_legal_observation,provisional_not_selected
market.WOOL.sell_5_revenue,market_curves,121,998.0,1245.0,1.0,current_legal_observation,provisional_not_selected
market.WOOL.sell_20_revenue,market_curves,235,3856.0,4980.0,1.0,current_legal_observation,provisional_not_selected
demand.WOOL.current_daily_units,town_demand,3,1.0,25.0,1.0,current_legal_observation,provisional_not_selected
inventory.WOOL.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.WOOL.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.WOOL.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.price,market_curves,1,100.0,100.0,1.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.normalized_price,market_curves,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.normalized_supply,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.one_unit_price_impact,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.sell_5_revenue,market_curves,1,498.0,498.0,1.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.sell_20_revenue,market_curves,1,1962.0,1962.0,1.0,current_legal_observation,coverage_gap_constant
demand.FERTILIZER.current_daily_units,town_demand,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.WHEAT.seeds,logistics,5,0.0,4.0,0.20603130755064455,current_legal_observation,provisional_not_selected
inventory.CARROT.seeds,logistics,5,0.0,4.0,0.13305709023941067,current_legal_observation,provisional_not_selected
inventory.TOMATO.seeds,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.STRAWBERRY.seeds,logistics,5,0.0,4.0,0.08126151012891344,current_legal_observation,provisional_not_selected
inventory.MELON.seeds,logistics,5,0.0,4.0,0.5248618784530387,current_legal_observation,provisional_not_selected
inventory.GOOSE.unplaced,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.COW.unplaced,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.SHEEP.unplaced,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.cash,labor_land,656,14.0,37424.0,1.0,current_legal_observation,provisional_not_selected
own.workers,labor_land,4,1.0,4.0,1.0,current_legal_observation,provisional_not_selected
own.empty_tiles,labor_land,17,0.0,25.0,0.4205801104972376,current_legal_observation,provisional_not_selected
own.weed_tiles,labor_land,11,0.0,17.0,0.06744935543278084,current_legal_observation,provisional_not_selected
own.unlocked_tiles,labor_land,1,25.0,25.0,1.0,current_legal_observation,coverage_gap_constant
own.next_hire_cost,labor_land,3,1.0,3.0,1.0,current_legal_observation,provisional_not_selected
own.worker_turns_today,labor_land,13,4.0,80.0,1.0,current_legal_observation,provisional_not_selected
own.water_actions_due,labor_land,26,0.0,25.0,0.9737569060773481,current_legal_observation,provisional_not_selected
own.feed_actions_due,labor_land,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.shed_distance,labor_land,9,0.0,8.0,0.8156077348066298,current_legal_observation,provisional_not_selected
own.crop.WHEAT.count,crop_state,13,0.0,12.0,0.20718232044198895,current_legal_observation,provisional_not_selected
own.crop.WHEAT.mean_age,crop_state,80,0.0,4.0,0.1929097605893186,current_legal_observation,provisional_not_selected
own.crop.WHEAT.harvestable_units,crop_state,34,0.0,33.0,0.1671270718232044,current_legal_observation,provisional_not_selected
own.crop.WHEAT.water_due,crop_state,13,0.0,12.0,0.13052486187845305,current_legal_observation,provisional_not_selected
own.crop.WHEAT.death_risk_today,crop_state,4,0.0,3.0,0.024631675874769797,current_legal_observation,provisional_not_selected
own.crop.WHEAT.bonus_water_opportunities,crop_state,13,0.0,12.0,0.07435543278084715,current_legal_observation,provisional_not_selected
own.crop.WHEAT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.count,crop_state,13,0.0,12.0,0.12822283609576426,current_legal_observation,provisional_not_selected
own.crop.CARROT.mean_age,crop_state,50,0.0,3.0,0.11740331491712708,current_legal_observation,provisional_not_selected
own.crop.CARROT.harvestable_units,crop_state,20,0.0,22.0,0.09668508287292818,current_legal_observation,provisional_not_selected
own.crop.CARROT.water_due,crop_state,13,0.0,12.0,0.09668508287292818,current_legal_observation,provisional_not_selected
own.crop.CARROT.death_risk_today,crop_state,4,0.0,3.0,0.02371086556169429,current_legal_observation,provisional_not_selected
own.crop.CARROT.bonus_water_opportunities,crop_state,13,0.0,12.0,0.04281767955801105,current_legal_observation,provisional_not_selected
own.crop.CARROT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.mean_age,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.harvestable_units,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.water_due,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.death_risk_today,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.STRAWBERRY.count,crop_state,19,0.0,19.0,0.6035911602209945,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.mean_age,crop_state,110,0.0,17.0,0.5897790055248618,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.harvestable_units,crop_state,49,0.0,66.0,0.2838397790055249,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.water_due,crop_state,20,0.0,19.0,0.5943830570902394,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.death_risk_today,crop_state,8,0.0,7.0,0.07988029465930019,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.STRAWBERRY.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.count,crop_state,17,0.0,25.0,0.6767955801104972,current_legal_observation,provisional_not_selected
own.crop.MELON.mean_age,crop_state,26,0.0,10.0,0.649171270718232,current_legal_observation,provisional_not_selected
own.crop.MELON.harvestable_units,crop_state,25,0.0,125.0,0.08057090239410682,current_legal_observation,provisional_not_selected
own.crop.MELON.water_due,crop_state,22,0.0,25.0,0.5824125230202578,current_legal_observation,provisional_not_selected
own.crop.MELON.death_risk_today,crop_state,7,0.0,10.0,0.055248618784530384,current_legal_observation,provisional_not_selected
own.crop.MELON.bonus_water_opportunities,crop_state,18,0.0,25.0,0.27348066298342544,current_legal_observation,provisional_not_selected
own.crop.MELON.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.cash,labor_land,648,978.0,39690.0,1.0,current_legal_observation,provisional_not_selected
opponent.workers,labor_land,4,1.0,4.0,1.0,current_legal_observation,provisional_not_selected
opponent.empty_tiles,labor_land,19,0.0,25.0,0.39134438305709024,current_legal_observation,provisional_not_selected
opponent.weed_tiles,labor_land,11,0.0,19.0,0.15791896869244937,current_legal_observation,provisional_not_selected
opponent.unlocked_tiles,labor_land,1,25.0,25.0,1.0,current_legal_observation,coverage_gap_constant
opponent.next_hire_cost,labor_land,3,1.0,3.0,1.0,current_legal_observation,provisional_not_selected
opponent.worker_turns_today,labor_land,12,4.0,80.0,1.0,current_legal_observation,provisional_not_selected
opponent.water_actions_due,labor_land,26,0.0,25.0,0.9684622467771639,current_legal_observation,provisional_not_selected
opponent.feed_actions_due,labor_land,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.shed_distance,labor_land,9,0.0,8.0,0.8073204419889503,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.count,crop_state,8,0.0,7.0,0.20534069981583794,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.mean_age,crop_state,41,0.0,4.0,0.18853591160220995,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.harvestable_units,crop_state,19,0.0,20.0,0.15906998158379373,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.water_due,crop_state,8,0.0,7.0,0.09369244935543278,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.death_risk_today,crop_state,3,0.0,2.0,0.017495395948434623,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.bonus_water_opportunities,crop_state,7,0.0,6.0,0.056860036832412524,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.CARROT.count,crop_state,7,0.0,6.0,0.12338858195211787,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.mean_age,crop_state,24,0.0,3.0,0.11187845303867404,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.harvestable_units,crop_state,11,0.0,12.0,0.08149171270718232,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.water_due,crop_state,7,0.0,6.0,0.056169429097605895,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.death_risk_today,crop_state,2,0.0,1.0,0.010589318600368325,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.bonus_water_opportunities,crop_state,7,0.0,6.0,0.0285451197053407,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.mean_age,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.harvestable_units,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.water_due,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.death_risk_today,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.STRAWBERRY.count,crop_state,20,0.0,20.0,0.6091160220994475,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.mean_age,crop_state,214,0.0,17.0,0.5980662983425414,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.harvestable_units,crop_state,61,0.0,66.0,0.2863720073664825,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.water_due,crop_state,21,0.0,20.0,0.5994475138121547,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.death_risk_today,crop_state,4,0.0,3.0,0.06952117863720074,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.STRAWBERRY.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.MELON.count,crop_state,17,0.0,25.0,0.6712707182320442,current_legal_observation,provisional_not_selected
opponent.crop.MELON.mean_age,crop_state,22,0.0,10.0,0.643646408839779,current_legal_observation,provisional_not_selected
opponent.crop.MELON.harvestable_units,crop_state,21,0.0,125.0,0.07734806629834254,current_legal_observation,provisional_not_selected
opponent.crop.MELON.water_due,crop_state,20,0.0,25.0,0.48204419889502764,current_legal_observation,provisional_not_selected
opponent.crop.MELON.death_risk_today,crop_state,9,0.0,13.0,0.0570902394106814,current_legal_observation,provisional_not_selected
opponent.crop.MELON.bonus_water_opportunities,crop_state,18,0.0,25.0,0.2541436464088398,current_legal_observation,provisional_not_selected
opponent.crop.MELON.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.free_before_market,storage_interactions,32,10.0,100.0,1.0,current_legal_observation,provisional_not_selected
storage.free_after_sell_all,storage_interactions,1,100.0,100.0,1.0,current_legal_observation,coverage_gap_constant
storage.night_overflow_if_pass,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.night_overflow_after_sell_all,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.ready_wave_overflow_after_sell_all,storage_interactions,11,0.0,39.0,0.03038674033149171,current_legal_observation,provisional_not_selected
storage.carried_plus_ready_units,storage_interactions,90,0.0,139.0,0.40101289134438306,current_legal_observation,provisional_not_selected
storage.ready_wave_units,storage_interactions,82,0.0,125.0,0.3798342541436464,current_legal_observation,provisional_not_selected
storage.nonsellable_capacity_lock,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.carry_fraction_of_capacity,storage_interactions,40,0.0,0.72,0.19521178637200737,current_legal_observation,provisional_not_selected
capital.receipt_wait_scenario_actions,cashflow,67,2.0,238.0,1.0,current_legal_observation,provisional_not_selected
capital.staffing_days_scenario,cashflow,10,1.0,10.0,1.0,current_legal_observation,provisional_not_selected
capital.daily_full_staff_cost,cashflow,1,4.0,4.0,1.0,current_legal_observation,coverage_gap_constant
capital.labor_reserve,cashflow,21,4.0,44.0,1.0,current_legal_observation,provisional_not_selected
capital.seed_spendable_cash,cashflow,715,6.0,37417.0,1.0,current_legal_observation,provisional_not_selected
