seed,seat,opponent,arm,actions_sha256,episode_semantic_sha256
1401,1,market10,fertilizer,98a5b8dffbd8f0d95ad966fc5b4eb0410c77b4ae985d30c874c45682173b160e,13f43ca71bb8b12f5d8dba1e0251cb61db7dd5a1366f8db944db0eaa8bc68207
1401,1,livestock_routine,routine,a1953cf9a57ecf9a71a3ee2e6c903a9b3228af21a3acc927fd0291ffc657c201,037ec864591704c964d9074ebe9948e36d65f502d20b94c66fe98e0f55dc3ce9
1401,1,livestock_routine,feed,6df6f2a56f7b9fed7c8739f7ea23021026f928e4034f622cf07911c2eaf6a012,0b2edf91fae1e4f5d367e0987b32ad48661c8d73c369a53f6235b0b8f3026dd9
1401,1,livestock_routine,care,f4dbc232afcc438572075e13f4eb6d579707df28c5080d2212cac36871585cf9,19ee17c7f9cd38c602a0602d562305e5e65d868f689394bad698dbe92b203b20
1401,1,livestock_routine,fertilizer,b9ce2976771eeb28d80f6bf1c26570db5b14fb9b92a921b91ce8e8f02026e33e,f07bceca380e1c365c0ac730648b64eb5123f693238d14d1ef2c723dc9c768d9
1402,0,market10,routine,40e9e51bf007860818cd370ed061b1ea17241c9a62d6c1ae85f3c355265ae8df,833c04cdf25b05b2d1964dd6e7d0958075b304d808781d0f5131806d17ae9f42
1402,0,market10,feed,f94963ed8e5877b7cb3166a857d488611c66dfcb37bafb5d0767b2116817d0b3,527ea070cf0ce2bc82fa954c03cc025d19f7777a6e4a66bfff0013c0002f0ac1
1402,0,market10,care,5af7ba2dfe845db1a049ad0a2931db9fb776b0ed4e4d026a19eb478255a546f3,93c82764474d583741044bfa4a4fcff57b0db4cbb1354767ff3d4505c7d234d9
1402,0,market10,fertilizer,8c916555e67d5379ecafd440d0f93b98306aebb0f1923a3d512f0cb44e3c1b73,c80b7e49e5e64510851f4dd7933be30e8daab0c2cba89c82997dea8211f91e2d
1402,0,livestock_routine,routine,8a89ba9767b1d86e8a4bdd2a38850bf55f5198cb116b39e05d2eec04548bb76d,61655b3ac60d12ea06eb6350afe9be48b813e4ba835b5e792282c37ec56ae5b7
1402,0,livestock_routine,feed,cd319c09223e79c665ac41d42c9e4003a42c7312cd9195caa2c92d44bfbf51ff,c7c249c3c7354c40d322656c59428546dec2d971298104cbfcadef1e6feee086
1402,0,livestock_routine,care,b037923c13a1a4b27677ef938bed1f1dc33bc7d5bf01685c7eb99ff5fc2c7898,ff1ba0b264e8e4287416bf050df4fd420cd9405ebd3bf91eba5c4a64bdc9a855
1402,0,livestock_routine,fertilizer,57462f805451dff2c388624816ccb7cc64cf525b14872a25019e36e1a7d620b3,2b459f41ccb8b29c7062c35271675796b97578b9765dbec6b20b71282fa8ff56
1402,1,market10,routine,40e9e51bf007860818cd370ed061b1ea17241c9a62d6c1ae85f3c355265ae8df,ce0e90cf470ca810443f88668f923200a543bce4c58d9d03c26148f590fdfdee
1402,1,market10,feed,f94963ed8e5877b7cb3166a857d488611c66dfcb37bafb5d0767b2116817d0b3,7549e0626e6d2196dbf392b85ea7e8765f00d62e686ff47b509017b6eb6baf99
1402,1,market10,care,5af7ba2dfe845db1a049ad0a2931db9fb776b0ed4e4d026a19eb478255a546f3,346b8ff49df84eecc0473c923ed9ea1e37b219e2b5b757503a66a93f5fcd91e7
1402,1,market10,fertilizer,8c916555e67d5379ecafd440d0f93b98306aebb0f1923a3d512f0cb44e3c1b73,7f7572d6feaf4b0e657249436239671f30652fb5bdc1ef62f46a7e049ebf6601
1402,1,livestock_routine,routine,8a89ba9767b1d86e8a4bdd2a38850bf55f5198cb116b39e05d2eec04548bb76d,cffe83fa38723a3468dce7fe02a9262d6a603eb771db7c466d616247e45d2a72
1402,1,livestock_routine,feed,cd319c09223e79c665ac41d42c9e4003a42c7312cd9195caa2c92d44bfbf51ff,2ca3bae91fdc9c8828b5ef272e52b786bca95a55a2e863947c3f45da1bba3fc9
1402,1,livestock_routine,care,b037923c13a1a4b27677ef938bed1f1dc33bc7d5bf01685c7eb99ff5fc2c7898,8ad2d8191bc8ee746ad2ab8efb2b1b133b2a7db13ce69c1464ac5898117ab120
1402,1,livestock_routine,fertilizer,57462f805451dff2c388624816ccb7cc64cf525b14872a25019e36e1a7d620b3,16b0f1c305a4ba5277566eb3b49f444950d06346fa62ce5b76ca488900e8675b
1403,0,market10,routine,2f2e550a03cd610b38d54ee31080ed6bb4a9a7b21645c33b7114ab3a33486d21,83033268a31b2cd30ad3734f718a1431f9ce0f19d14954d902081d0fcf6406fc
1403,0,market10,feed,4ecfe5d7b2414d3fb62178ae2c90dfdc76c718184789e550094cee8a85dd74a2,7ed9a75caf6de83393bf6aff33f04ca48cd7f6090b7a868c529abc44475e2cd2
1403,0,market10,care,90e9f05da2e27547311c480bec45874e5e7c47bb546b1a1b8a7780fb07f418fb,8cab9db81468086814b958e7ea1c762398ba48903cd89d27638e4279c0f7fd71
1403,0,market10,fertilizer,5d60764a873859f34a31ca4a4758515ff9b4edbea478fff8ca38bf5a01e5bc25,10d91d25bd388cb06069dcd313eb0971041a7c36bce72200dcbea58b48af1395
1403,0,livestock_routine,routine,bda7b64b366dc63aee624c200b2047a820097ed9c2e3a86eb53d7dd0ed5cc8a2,062e3e413460660ddcc57f0d068fbe40b023d50ae669184f87a2c7c0565fe8f3
1403,0,livestock_routine,feed,29d6bdd668839ba7779456cd15504be4f15d45eb99ab9abcf705bc1834f594a1,b49f90a1e5396a21ba78f8e2436fcbfc27c2b1f3c056abd46242001ccc6dec91
1403,0,livestock_routine,care,639363aff360b07e7519a1028210501352cdbf750273e288bc7735b2c3fbae69,e6497b7e4ce65582f8155bc96443705f5cbc727ea273a079c55f504fc2542ed5
1403,0,livestock_routine,fertilizer,acded3e2c3c7fd94d3943c0cd05f0ce459e26f4c7c1f97c0f9056b10b62f5e9b,b4e9640dcdc5439dff8565279602888a60e13066009864fab9ebbb7ad463dd04
1403,1,market10,routine,2f2e550a03cd610b38d54ee31080ed6bb4a9a7b21645c33b7114ab3a33486d21,0bc442df729f495a594b715828f6c00824a980d461859c1a6a67d3b1ca62ee67
1403,1,market10,feed,4ecfe5d7b2414d3fb62178ae2c90dfdc76c718184789e550094cee8a85dd74a2,0481e588618e76f2fa54e49363cef9fa52a1e317392c3354c1a310d8b79beb75
1403,1,market10,care,90e9f05da2e27547311c480bec45874e5e7c47bb546b1a1b8a7780fb07f418fb,1b4dd21d3d13ef990437bf58d6669421dff0f69409aa0e2de41b0a7b0b66734f
1403,1,market10,fertilizer,5d60764a873859f34a31ca4a4758515ff9b4edbea478fff8ca38bf5a01e5bc25,cd2a163a9bfce1e407752c4f349c8a93de3608940995faf2fe339c5a75134b25
1403,1,livestock_routine,routine,bda7b64b366dc63aee624c200b2047a820097ed9c2e3a86eb53d7dd0ed5cc8a2,57e86bb982f6afaeb81debb0a2f43e63e2491e547b64e4d4d6f416a5e06a82ef
1403,1,livestock_routine,feed,29d6bdd668839ba7779456cd15504be4f15d45eb99ab9abcf705bc1834f594a1,45ee7ec6c9b98a554c93f121faf3fa0416e00f880e875e051cbe32809ecddce2
1403,1,livestock_routine,care,639363aff360b07e7519a1028210501352cdbf750273e288bc7735b2c3fbae69,5bc0fcf29b6d32c755df72332980c5894b31efef9a852c94f7fffa8b7a3f56dd
1403,1,livestock_routine,fertilizer,acded3e2c3c7fd94d3943c0cd05f0ce459e26f4c7c1f97c0f9056b10b62f5e9b,d953ed60017ce422e4cd3bdc01e7b1a6469ba748d45ebb34f6067aa23d6f307e
1404,0,market10,routine,4d40b83d93fad15d1889bef58f7acc71f722456359c22fa883593a2e60f0b125,cba684cec6f166f174dfd2961c66f2dd01864e58cc1c9264187d771da04b051d
1404,0,market10,feed,aadd47bd9f70e4d6e0bbc9e6c3288b8628b829aa09b991f58e2d1b6358764929,a114284e521131a4441725b82f8986ebc5a75c5872e9d9b916e91e741ec7c7e6
1404,0,market10,care,c58c76370c76dbcc5d8bf6bf976da01b58dbcdf39930a7b2a9dc8892d031e18b,a0b497de1fc1886bc12d73bf58abf39b9ff2e93a45a1bb5f1fb80453c84446fd
1404,0,market10,fertilizer,9b03df449d6a27e4fd005ad8b5911e87369d72d18fb91abed69e3f8e50d8c92b,bfef226baafca09fcbcf4b4639b1e34029e66f48a0a04f4ceda39ab5d94b59a9
1404,0,livestock_routine,routine,52204eec4749cdb4466aa73d87c4ac897484daabe0c18c731641ce8e2a0ed189,1214feb81c6e1a273188f3555e5b65d8a0577eb5da26cc2c289f9f465e789350
1404,0,livestock_routine,feed,bdd0ccd0e207317ef10f9dd593a51eccf0ffd1f7800cc84d9889057f0d44dfb5,ad2d930703034cb27aa6e3ea6318b13d3245c64439b3c4af58b7b24bd264bacd
1404,0,livestock_routine,care,e4c0c33fc4de3c5dc5f4e479151d12ef1c45fbf0c9af1ddaaef65caf4dd87ea5,59c9417a01228ac560134855e6878d1b2da5828c49ce455aef0c57f055d45bbd
1404,0,livestock_routine,fertilizer,6086ff25eff0ed72bb20b9966d510dae916b9b85d8da4888210d4c78451f639b,94823c25ce23c34ee8d275d231f4e45b8b8505ae5cf565139fce7c74bde715f0
1404,1,market10,routine,4d40b83d93fad15d1889bef58f7acc71f722456359c22fa883593a2e60f0b125,cde0c941a8dc649a0fb61853da87fdc6ee8f55fe81424f5c3e52c0f87cb24217
1404,1,market10,feed,aadd47bd9f70e4d6e0bbc9e6c3288b8628b829aa09b991f58e2d1b6358764929,a1255e539e4cacdbbebd1acfe74925e64b691f81f12153ab4413da45e0b9d24e
1404,1,market10,care,c58c76370c76dbcc5d8bf6bf976da01b58dbcdf39930a7b2a9dc8892d031e18b,7d9d45bd73973c969a6b7ed332dae4cd811e36d18b01c753e4ba4ab721d03581
1404,1,market10,fertilizer,9b03df449d6a27e4fd005ad8b5911e87369d72d18fb91abed69e3f8e50d8c92b,96e6e2a06cef3bb90a1319ccb92c52bc8838da95d1e51e386159ee5ab4dcd97f
1404,1,livestock_routine,routine,52204eec4749cdb4466aa73d87c4ac897484daabe0c18c731641ce8e2a0ed189,229eecffb9aaae623c4cb16da2ae9af2af50c3d5441eb48757dcf579234acd4f
1404,1,livestock_routine,feed,bdd0ccd0e207317ef10f9dd593a51eccf0ffd1f7800cc84d9889057f0d44dfb5,62f660a83aaefd90731ad61dd82120cf054c7fd7a1e68e30ff4968337bfa80ca
1404,1,livestock_routine,care,e4c0c33fc4de3c5dc5f4e479151d12ef1c45fbf0c9af1ddaaef65caf4dd87ea5,b1b13bf697c6861a45c49be3bdd1b34379bca4aeeae266a0bba19f5a8b42a466
1404,1,livestock_routine,fertilizer,6086ff25eff0ed72bb20b9966d510dae916b9b85d8da4888210d4c78451f639b,e8f6259821d64bbfd6bea6eb31aad13fbeb12d2b0c132ac8145f95684d15ed70
