seed,seat,opponent,arm,actions_sha256,episode_semantic_sha256
1503,1,livestock_fertilizer,baseline,dfe1ac35e1c8a47f56257cbe82cb2e695c0b4fd5a7c7305085c4b48e19669c45,e1c31b7005560e790ceb81e9da77ea9039a5c84b67e33d77d47bec8dd50fd068
1503,1,livestock_fertilizer,feed,c21d5c6b7bc4bcdac6a80fa87e7c41dbd8c8b6c03ea235f08e11c442b1899038,2efaa52afee0a0ad1c444f1d09aeffd7071b7a537dd44d721b7bc0fad7639ac4
1503,1,livestock_fertilizer,joint,9f35edbab58ffc400ce460fc262c0f34621ce566d8dcc2052984fe10900add35,87322fa384c67ac17d582f4ed4e991446121b09b7d9195bfe156ea63395896ef
1503,1,melon_specialist,baseline,6ba776326f95f4b08e25d5c32ee56c0504f96dc8cc8af05b8788a33911c89b67,6b6cbf9be82f5b9a1a5355dd38ee70206811473f0ba128e4cffa0f9858fcef10
1503,1,melon_specialist,feed,eafb2a33351f188f4c769db848241ba57b21186e19e65dc9aa0e03132ba6c81c,cadae335cc25d2d6813a6d096b855be5b216fc9832f0b23d48b43ea4b1e61113
1503,1,melon_specialist,joint,2ebbb1808c881217bbbea5affdc39c31bdf987bc104ed605c6d8eaa028b7fb39,405d6f38220b785f96686282d44af0157c0503036561273d7bff836a7561fb2d
1504,0,livestock_fertilizer,baseline,c4b2cf850c716657511fd4ef201e5fc5ab133e6241db8cbc5e23c09586d1a6d7,6e6d007f04f9242f72ffe4609b2cf4db952ef79803b53ff3a9e54db40718a590
1504,0,livestock_fertilizer,feed,4e7c5b1677e615e8a6450021e438e50a861eca353d9e14456183e310e4f8fc3f,dfa9e02d2ca0be074f5369db103c3dd37632fe8e833e95120ede01a402b92fa6
1504,0,livestock_fertilizer,joint,3ac84414a34101b36a8cd5d4e0ace4cfaf8a780bb35804c7052cc309673d8958,a0c8a51f59b8f1da7a42a6267dd1cc5e608aa862106f39447611ac8d90f17600
1504,0,melon_specialist,baseline,fee1a4692b88a2e5770142d2b0f1a0d1ed995687b95d775fb372ba230a33b451,9009f13a95cdd4ca5d62152a45ed16ad076fff6521e12ca4061b45ab3f8fd9ac
1504,0,melon_specialist,feed,cd4ded1e1a4c37074e1ca80d38b3fff0b8f51a6304d3b6a0f126499de5b4181d,d9000231fc7ee94c72943d3e8a2cf61b3f3daeaa772abe6c23c430946b85998e
1504,0,melon_specialist,joint,214699db8d34ca3008b624cea7227dce6204ecbf86bdad15c2df17c1cd6e7100,f2ac97e0442776f941755fd57fa35c1f7d6497fd52d99f56c5c691f678ff97d5
1504,1,livestock_fertilizer,baseline,c4b2cf850c716657511fd4ef201e5fc5ab133e6241db8cbc5e23c09586d1a6d7,84cb882cd4c57e0d19b58821948eb6d15f51fa2f336cbb30ba863ad63eaee082
1504,1,livestock_fertilizer,feed,4e7c5b1677e615e8a6450021e438e50a861eca353d9e14456183e310e4f8fc3f,680d39c5940f19e7b542aef87d37853f0ec1b11afff2a39951bc7d0346f4cd40
1504,1,livestock_fertilizer,joint,3ac84414a34101b36a8cd5d4e0ace4cfaf8a780bb35804c7052cc309673d8958,3345dba78e9144486dd5151164506196bbf1146d9f3dc547c30d1461c2cbde4f
1504,1,melon_specialist,baseline,fee1a4692b88a2e5770142d2b0f1a0d1ed995687b95d775fb372ba230a33b451,3a3817e40cbc16898a92c6f99b5621aa7bb2a4d5a6af587de7bf7d249a14a86c
1504,1,melon_specialist,feed,cd4ded1e1a4c37074e1ca80d38b3fff0b8f51a6304d3b6a0f126499de5b4181d,70690d842109bb45b860408b81250a252db82b9b1a382a945fd12d75584f9374
1504,1,melon_specialist,joint,214699db8d34ca3008b624cea7227dce6204ecbf86bdad15c2df17c1cd6e7100,11c2449e731b579fca697d6160c072acf5c53a1f6700831a63db79040e7d588d
