feature,family,distinct_development_values,minimum,maximum,nonzero_fraction,availability,status
market.WHEAT.normalized_price,market_curves,27,1.0,2.04,1.0,current_legal_observation,provisional_not_selected
market.WHEAT.normalized_supply,market_curves,433,-1.6375,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.WHEAT.one_unit_price_impact,market_curves,2,0.0,1.0,0.1270718232044199,current_legal_observation,provisional_not_selected
market.WHEAT.sell_5_revenue,market_curves,100,121.0,255.0,1.0,current_legal_observation,provisional_not_selected
market.WHEAT.sell_20_revenue,market_curves,312,467.0,1005.0,1.0,current_legal_observation,provisional_not_selected
demand.WHEAT.current_daily_units,town_demand,8,1.0,43.0,1.0,current_legal_observation,provisional_not_selected
inventory.WHEAT.shed,logistics,6,0.0,12.0,0.009150552486187844,current_legal_observation,provisional_not_selected
inventory.WHEAT.carried,logistics,6,0.0,12.0,0.05179558011049724,current_legal_observation,provisional_not_selected
inventory.WHEAT.immediate_sale_value,market_curves,11,0.0,575.0,0.009150552486187844,current_legal_observation,provisional_not_selected
market.CARROT.price,market_curves,93,35.0,161.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.normalized_price,market_curves,93,1.0,4.6,1.0,current_legal_observation,provisional_not_selected
market.CARROT.normalized_supply,market_curves,418,-1.511111111111111,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.CARROT.one_unit_price_impact,market_curves,2,0.0,1.0,0.09185082872928177,current_legal_observation,provisional_not_selected
market.CARROT.sell_5_revenue,market_curves,229,168.0,798.0,1.0,current_legal_observation,provisional_not_selected
market.CARROT.sell_20_revenue,market_curves,418,634.0,3089.0,1.0,current_legal_observation,provisional_not_selected
demand.CARROT.current_daily_units,town_demand,8,1.0,43.0,1.0,current_legal_observation,provisional_not_selected
inventory.CARROT.shed,logistics,8,0.0,12.0,0.01899171270718232,current_legal_observation,provisional_not_selected
inventory.CARROT.carried,logistics,7,0.0,12.0,0.0738950276243094,current_legal_observation,provisional_not_selected
inventory.CARROT.immediate_sale_value,market_curves,29,0.0,1010.0,0.01899171270718232,current_legal_observation,provisional_not_selected
market.TOMATO.price,market_curves,55,60.0,144.0,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.normalized_price,market_curves,55,1.0,2.4,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.normalized_supply,market_curves,219,-1.5,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.TOMATO.one_unit_price_impact,market_curves,3,0.0,3.0,0.13950276243093923,current_legal_observation,provisional_not_selected
market.TOMATO.sell_5_revenue,market_curves,154,284.0,710.0,1.0,current_legal_observation,provisional_not_selected
market.TOMATO.sell_20_revenue,market_curves,219,1054.0,2690.0,1.0,current_legal_observation,provisional_not_selected
demand.TOMATO.current_daily_units,town_demand,4,1.0,19.0,1.0,current_legal_observation,provisional_not_selected
inventory.TOMATO.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.TOMATO.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.TOMATO.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.STRAWBERRY.price,market_curves,202,120.0,342.0,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.normalized_price,market_curves,202,1.0,2.85,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.normalized_supply,market_curves,456,-7.0,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.STRAWBERRY.one_unit_price_impact,market_curves,6,0.0,8.0,0.5207182320441989,current_legal_observation,provisional_not_selected
market.STRAWBERRY.sell_5_revenue,market_curves,452,580.0,1710.0,1.0,current_legal_observation,provisional_not_selected
market.STRAWBERRY.sell_20_revenue,market_curves,456,2034.0,6814.0,1.0,current_legal_observation,provisional_not_selected
demand.STRAWBERRY.current_daily_units,town_demand,8,1.0,43.0,1.0,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.shed,logistics,16,0.0,36.0,0.013121546961325966,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.carried,logistics,11,0.0,36.0,0.04903314917127072,current_legal_observation,provisional_not_selected
inventory.STRAWBERRY.immediate_sale_value,market_curves,35,0.0,12220.0,0.013121546961325966,current_legal_observation,provisional_not_selected
market.MELON.price,market_curves,27,1.0,271.0,1.0,current_legal_observation,provisional_not_selected
market.MELON.normalized_price,market_curves,27,0.004,1.084,1.0,current_legal_observation,provisional_not_selected
market.MELON.normalized_supply,market_curves,29,-0.03333333333333333,0.53,0.994475138121547,current_legal_observation,provisional_not_selected
market.MELON.one_unit_price_impact,market_curves,6,0.0,6.0,0.9112569060773481,current_legal_observation,provisional_not_selected
market.MELON.sell_5_revenue,market_curves,27,5.0,1345.0,1.0,current_legal_observation,provisional_not_selected
market.MELON.sell_20_revenue,market_curves,28,20.0,5151.0,1.0,current_legal_observation,provisional_not_selected
demand.MELON.current_daily_units,town_demand,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
inventory.MELON.shed,logistics,5,0.0,72.0,0.016574585635359115,current_legal_observation,provisional_not_selected
inventory.MELON.carried,logistics,8,0.0,72.0,0.06077348066298342,current_legal_observation,provisional_not_selected
inventory.MELON.immediate_sale_value,market_curves,8,0.0,6392.0,0.016574585635359115,current_legal_observation,provisional_not_selected
market.EGG.price,market_curves,85,50.0,195.0,1.0,current_legal_observation,provisional_not_selected
market.EGG.normalized_price,market_curves,85,1.0,3.9,1.0,current_legal_observation,provisional_not_selected
market.EGG.normalized_supply,market_curves,363,-1.8253012048192772,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.EGG.one_unit_price_impact,market_curves,2,0.0,1.0,0.09668508287292818,current_legal_observation,provisional_not_selected
market.EGG.sell_5_revenue,market_curves,172,242.0,969.0,1.0,current_legal_observation,provisional_not_selected
market.EGG.sell_20_revenue,market_curves,363,927.0,3751.0,1.0,current_legal_observation,provisional_not_selected
demand.EGG.current_daily_units,town_demand,6,1.0,31.0,1.0,current_legal_observation,provisional_not_selected
inventory.EGG.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.EGG.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.EGG.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.MILK.price,market_curves,137,160.0,315.0,1.0,current_legal_observation,provisional_not_selected
market.MILK.normalized_price,market_curves,137,1.0,1.96875,1.0,current_legal_observation,provisional_not_selected
market.MILK.normalized_supply,market_curves,276,-2.6065573770491803,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.MILK.one_unit_price_impact,market_curves,5,0.0,9.0,0.6823204419889503,current_legal_observation,provisional_not_selected
market.MILK.sell_5_revenue,market_curves,276,780.0,1573.0,1.0,current_legal_observation,provisional_not_selected
market.MILK.sell_20_revenue,market_curves,276,2802.0,6255.0,1.0,current_legal_observation,provisional_not_selected
demand.MILK.current_daily_units,town_demand,4,1.0,19.0,1.0,current_legal_observation,provisional_not_selected
inventory.MILK.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.MILK.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.MILK.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.WOOL.price,market_curves,44,200.0,254.0,1.0,current_legal_observation,provisional_not_selected
market.WOOL.normalized_price,market_curves,44,1.0,1.27,1.0,current_legal_observation,provisional_not_selected
market.WOOL.normalized_supply,market_curves,224,-5.428571428571429,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
market.WOOL.one_unit_price_impact,market_curves,5,0.0,6.0,0.4889502762430939,current_legal_observation,provisional_not_selected
market.WOOL.sell_5_revenue,market_curves,102,998.0,1270.0,1.0,current_legal_observation,provisional_not_selected
market.WOOL.sell_20_revenue,market_curves,183,3856.0,5080.0,1.0,current_legal_observation,provisional_not_selected
demand.WOOL.current_daily_units,town_demand,3,1.0,25.0,1.0,current_legal_observation,provisional_not_selected
inventory.WOOL.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.WOOL.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.WOOL.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.price,market_curves,1,100.0,100.0,1.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.normalized_price,market_curves,1,1.0,1.0,1.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.normalized_supply,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.one_unit_price_impact,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.sell_5_revenue,market_curves,1,498.0,498.0,1.0,current_legal_observation,coverage_gap_constant
market.FERTILIZER.sell_20_revenue,market_curves,1,1962.0,1962.0,1.0,current_legal_observation,coverage_gap_constant
demand.FERTILIZER.current_daily_units,town_demand,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.shed,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.carried,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.FERTILIZER.immediate_sale_value,market_curves,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.WHEAT.seeds,logistics,5,0.0,4.0,0.11947513812154696,current_legal_observation,provisional_not_selected
inventory.CARROT.seeds,logistics,5,0.0,4.0,0.1277624309392265,current_legal_observation,provisional_not_selected
inventory.TOMATO.seeds,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.STRAWBERRY.seeds,logistics,5,0.0,4.0,0.09392265193370165,current_legal_observation,provisional_not_selected
inventory.MELON.seeds,logistics,5,0.0,4.0,0.6850828729281768,current_legal_observation,provisional_not_selected
inventory.GOOSE.unplaced,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.COW.unplaced,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
inventory.SHEEP.unplaced,logistics,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.cash,labor_land,634,978.0,39039.0,1.0,current_legal_observation,provisional_not_selected
own.workers,labor_land,4,1.0,4.0,1.0,current_legal_observation,provisional_not_selected
own.empty_tiles,labor_land,19,0.0,25.0,0.42679558011049723,current_legal_observation,provisional_not_selected
own.weed_tiles,labor_land,10,0.0,17.0,0.06629834254143646,current_legal_observation,provisional_not_selected
own.unlocked_tiles,labor_land,1,25.0,25.0,1.0,current_legal_observation,coverage_gap_constant
own.next_hire_cost,labor_land,3,1.0,3.0,1.0,current_legal_observation,provisional_not_selected
own.worker_turns_today,labor_land,13,4.0,80.0,1.0,current_legal_observation,provisional_not_selected
own.water_actions_due,labor_land,26,0.0,25.0,0.9737569060773481,current_legal_observation,provisional_not_selected
own.feed_actions_due,labor_land,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.shed_distance,labor_land,9,0.0,8.0,0.8128453038674033,current_legal_observation,provisional_not_selected
own.crop.WHEAT.count,crop_state,7,0.0,6.0,0.1484806629834254,current_legal_observation,provisional_not_selected
own.crop.WHEAT.mean_age,crop_state,24,0.0,4.0,0.13743093922651933,current_legal_observation,provisional_not_selected
own.crop.WHEAT.harvestable_units,crop_state,12,0.0,13.0,0.12085635359116022,current_legal_observation,provisional_not_selected
own.crop.WHEAT.water_due,crop_state,7,0.0,6.0,0.09806629834254144,current_legal_observation,provisional_not_selected
own.crop.WHEAT.death_risk_today,crop_state,3,0.0,2.0,0.023480662983425413,current_legal_observation,provisional_not_selected
own.crop.WHEAT.bonus_water_opportunities,crop_state,7,0.0,6.0,0.05110497237569061,current_legal_observation,provisional_not_selected
own.crop.WHEAT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.CARROT.count,crop_state,7,0.0,6.0,0.15124309392265192,current_legal_observation,provisional_not_selected
own.crop.CARROT.mean_age,crop_state,26,0.0,3.0,0.14019337016574585,current_legal_observation,provisional_not_selected
own.crop.CARROT.harvestable_units,crop_state,11,0.0,10.0,0.12361878453038674,current_legal_observation,provisional_not_selected
own.crop.CARROT.water_due,crop_state,7,0.0,6.0,0.09392265193370165,current_legal_observation,provisional_not_selected
own.crop.CARROT.death_risk_today,crop_state,3,0.0,2.0,0.022790055248618785,current_legal_observation,provisional_not_selected
own.crop.CARROT.bonus_water_opportunities,crop_state,6,0.0,5.0,0.04834254143646409,current_legal_observation,provisional_not_selected
own.crop.CARROT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.mean_age,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.harvestable_units,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.water_due,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.death_risk_today,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.TOMATO.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.STRAWBERRY.count,crop_state,20,0.0,19.0,0.6125690607734806,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.mean_age,crop_state,94,0.0,16.8,0.6022099447513812,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.harvestable_units,crop_state,49,0.0,66.0,0.29972375690607733,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.water_due,crop_state,20,0.0,19.0,0.6084254143646409,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.death_risk_today,crop_state,9,0.0,8.0,0.10566298342541436,current_legal_observation,provisional_not_selected
own.crop.STRAWBERRY.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.STRAWBERRY.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.crop.MELON.count,crop_state,16,0.0,25.0,0.6740331491712708,current_legal_observation,provisional_not_selected
own.crop.MELON.mean_age,crop_state,19,0.0,10.0,0.6464088397790055,current_legal_observation,provisional_not_selected
own.crop.MELON.harvestable_units,crop_state,17,0.0,125.0,0.0787292817679558,current_legal_observation,provisional_not_selected
own.crop.MELON.water_due,crop_state,20,0.0,25.0,0.5566298342541437,current_legal_observation,provisional_not_selected
own.crop.MELON.death_risk_today,crop_state,8,0.0,10.0,0.06077348066298342,current_legal_observation,provisional_not_selected
own.crop.MELON.bonus_water_opportunities,crop_state,18,0.0,25.0,0.25,current_legal_observation,provisional_not_selected
own.crop.MELON.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.GOOSE.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.COW.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
own.animal.SHEEP.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.cash,labor_land,588,978.0,40679.0,1.0,current_legal_observation,provisional_not_selected
opponent.workers,labor_land,4,1.0,4.0,1.0,current_legal_observation,provisional_not_selected
opponent.empty_tiles,labor_land,19,0.0,25.0,0.40400552486187846,current_legal_observation,provisional_not_selected
opponent.weed_tiles,labor_land,11,0.0,18.0,0.06629834254143646,current_legal_observation,provisional_not_selected
opponent.unlocked_tiles,labor_land,1,25.0,25.0,1.0,current_legal_observation,coverage_gap_constant
opponent.next_hire_cost,labor_land,3,1.0,3.0,1.0,current_legal_observation,provisional_not_selected
opponent.worker_turns_today,labor_land,12,4.0,80.0,1.0,current_legal_observation,provisional_not_selected
opponent.water_actions_due,labor_land,26,0.0,25.0,0.9737569060773481,current_legal_observation,provisional_not_selected
opponent.feed_actions_due,labor_land,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.shed_distance,labor_land,9,0.0,8.0,0.8128453038674033,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.count,crop_state,7,0.0,6.0,0.14709944751381215,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.mean_age,crop_state,35,0.0,4.0,0.13743093922651933,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.harvestable_units,crop_state,14,0.0,13.0,0.11533149171270718,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.water_due,crop_state,7,0.0,6.0,0.08149171270718232,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.death_risk_today,crop_state,3,0.0,2.0,0.017955801104972375,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.bonus_water_opportunities,crop_state,7,0.0,6.0,0.04488950276243094,current_legal_observation,provisional_not_selected
opponent.crop.WHEAT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.CARROT.count,crop_state,7,0.0,6.0,0.14986187845303867,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.mean_age,crop_state,25,0.0,3.0,0.13950276243093923,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.harvestable_units,crop_state,11,0.0,10.0,0.11464088397790055,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.water_due,crop_state,7,0.0,6.0,0.09323204419889503,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.death_risk_today,crop_state,3,0.0,2.0,0.022099447513812154,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.bonus_water_opportunities,crop_state,7,0.0,6.0,0.04765193370165746,current_legal_observation,provisional_not_selected
opponent.crop.CARROT.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.mean_age,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.harvestable_units,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.water_due,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.death_risk_today,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.TOMATO.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.STRAWBERRY.count,crop_state,21,0.0,20.0,0.6132596685082873,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.mean_age,crop_state,133,0.0,16.857142857142858,0.6022099447513812,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.harvestable_units,crop_state,50,0.0,66.0,0.29972375690607733,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.water_due,crop_state,21,0.0,20.0,0.6091160220994475,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.death_risk_today,crop_state,8,0.0,7.0,0.07665745856353591,current_legal_observation,provisional_not_selected
opponent.crop.STRAWBERRY.bonus_water_opportunities,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.STRAWBERRY.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.crop.MELON.count,crop_state,17,0.0,25.0,0.6740331491712708,current_legal_observation,provisional_not_selected
opponent.crop.MELON.mean_age,crop_state,23,0.0,10.0,0.6464088397790055,current_legal_observation,provisional_not_selected
opponent.crop.MELON.harvestable_units,crop_state,20,0.0,125.0,0.07803867403314917,current_legal_observation,provisional_not_selected
opponent.crop.MELON.water_due,crop_state,20,0.0,25.0,0.518646408839779,current_legal_observation,provisional_not_selected
opponent.crop.MELON.death_risk_today,crop_state,10,0.0,13.0,0.05593922651933702,current_legal_observation,provisional_not_selected
opponent.crop.MELON.bonus_water_opportunities,crop_state,21,0.0,25.0,0.2513812154696133,current_legal_observation,provisional_not_selected
opponent.crop.MELON.fertilized_count,crop_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.GOOSE.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.COW.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.count,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.yield_units,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.feed_due,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.escape_risk_today,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.fertilizer_available,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.animal.SHEEP.care_bonus_banked,animal_state,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.free_before_market,storage_interactions,24,28.0,100.0,1.0,current_legal_observation,provisional_not_selected
storage.free_after_sell_all,storage_interactions,1,100.0,100.0,1.0,current_legal_observation,coverage_gap_constant
storage.night_overflow_if_pass,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.night_overflow_after_sell_all,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.ready_wave_overflow_after_sell_all,storage_interactions,6,0.0,25.0,0.027624309392265192,current_legal_observation,provisional_not_selected
storage.carried_plus_ready_units,storage_interactions,76,0.0,125.0,0.4005524861878453,current_legal_observation,provisional_not_selected
storage.ready_wave_units,storage_interactions,76,0.0,125.0,0.3784530386740331,current_legal_observation,provisional_not_selected
storage.nonsellable_capacity_lock,storage_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
storage.carry_fraction_of_capacity,storage_interactions,31,0.0,0.72,0.2085635359116022,current_legal_observation,provisional_not_selected
capital.receipt_wait_scenario_actions,cashflow,71,2.0,238.0,1.0,current_legal_observation,provisional_not_selected
capital.staffing_days_scenario,cashflow,10,1.0,10.0,1.0,current_legal_observation,provisional_not_selected
capital.daily_full_staff_cost,cashflow,1,4.0,4.0,1.0,current_legal_observation,coverage_gap_constant
capital.labor_reserve,cashflow,21,4.0,44.0,1.0,current_legal_observation,provisional_not_selected
capital.seed_spendable_cash,cashflow,717,952.0,39032.0,1.0,current_legal_observation,provisional_not_selected
