seed,seat,opponent,arm,source_arm,episode_id,step,recorded_transition_parity,scope,final_callback,own_cash_control,own_cash_aligned,own_cash_delta,opponent_cash_delta,coin_margin_delta,residual_units_control,residual_units_aligned,residual_units_delta
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,704,True,one_step_saved_state_fixed_rival_action,False,43973.0,43973.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,705,True,one_step_saved_state_fixed_rival_action,False,44059.0,44059.0,0.0,0.0,0.0,4,4,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,706,True,one_step_saved_state_fixed_rival_action,False,44059.0,44059.0,0.0,0.0,0.0,4,4,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,707,True,one_step_saved_state_fixed_rival_action,False,44059.0,44059.0,0.0,0.0,0.0,8,8,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,708,True,one_step_saved_state_fixed_rival_action,False,44160.0,44160.0,0.0,0.0,0.0,8,8,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,709,True,one_step_saved_state_fixed_rival_action,False,44160.0,44160.0,0.0,0.0,0.0,8,8,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,710,True,one_step_saved_state_fixed_rival_action,False,44160.0,44160.0,0.0,0.0,0.0,10,10,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,711,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,712,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,713,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,714,True,one_step_saved_state_fixed_rival_action,False,44356.0,44356.0,0.0,0.0,0.0,7,7,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,715,True,one_step_saved_state_fixed_rival_action,False,44522.0,44522.0,0.0,0.0,0.0,5,5,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,716,True,one_step_saved_state_fixed_rival_action,False,44522.0,44522.0,0.0,0.0,0.0,5,5,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,717,True,one_step_saved_state_fixed_rival_action,False,44689.0,44689.0,0.0,0.0,0.0,3,3,0
1601,1,livestock_fertilizer,sequential,sequential,8eb5c6031990c805ca5f,718,True,one_step_saved_state_fixed_rival_action,True,44837.0,44837.0,0.0,0.0,0.0,0,0,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,696,True,one_step_saved_state_fixed_rival_action,False,42854.0,42854.0,0.0,0.0,0.0,0,0,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,697,True,one_step_saved_state_fixed_rival_action,False,42853.0,42853.0,0.0,0.0,0.0,0,0,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,698,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,699,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,700,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,701,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,4,4,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,702,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,703,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,704,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,705,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,6,6,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,706,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,10,10,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,707,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,10,10,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,708,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,12,12,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,709,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,13,13,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,710,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,15,15,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,711,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,16,16,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,712,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,19,19,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,713,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,19,19,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,714,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,22,22,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,715,True,one_step_saved_state_fixed_rival_action,False,42851.0,42851.0,0.0,0.0,0.0,22,22,0
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,716,True,one_step_saved_state_fixed_rival_action,False,43838.0,44552.0,714.0,0.0,714.0,18,6,-12
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,717,True,one_step_saved_state_fixed_rival_action,False,44754.0,44840.0,86.0,0.0,86.0,2,0,-2
1601,1,livestock_fertilizer,coordinated,coordinated,2839ed2a525766625395,718,True,one_step_saved_state_fixed_rival_action,True,44840.0,44840.0,0.0,0.0,0.0,0,0,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,696,True,one_step_saved_state_fixed_rival_action,False,49042.0,49042.0,0.0,0.0,0.0,1,1,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,697,True,one_step_saved_state_fixed_rival_action,False,49083.0,49083.0,0.0,0.0,0.0,0,0,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,698,True,one_step_saved_state_fixed_rival_action,False,49081.0,49081.0,0.0,0.0,0.0,1,1,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,699,True,one_step_saved_state_fixed_rival_action,False,49133.0,49133.0,0.0,0.0,0.0,0,0,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,700,True,one_step_saved_state_fixed_rival_action,False,49133.0,49133.0,0.0,0.0,0.0,5,5,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,701,True,one_step_saved_state_fixed_rival_action,False,49133.0,49133.0,0.0,0.0,0.0,5,5,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,702,True,one_step_saved_state_fixed_rival_action,False,49133.0,49133.0,0.0,0.0,0.0,9,9,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,703,True,one_step_saved_state_fixed_rival_action,False,50064.0,50064.0,0.0,0.0,0.0,5,5,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,704,True,one_step_saved_state_fixed_rival_action,False,50064.0,50064.0,0.0,0.0,0.0,5,5,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,705,True,one_step_saved_state_fixed_rival_action,False,50148.0,50148.0,0.0,0.0,0.0,7,7,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,706,True,one_step_saved_state_fixed_rival_action,False,50148.0,50148.0,0.0,0.0,0.0,7,7,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,707,True,one_step_saved_state_fixed_rival_action,False,50148.0,50148.0,0.0,0.0,0.0,8,8,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,708,True,one_step_saved_state_fixed_rival_action,False,50148.0,50148.0,0.0,0.0,0.0,12,12,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,709,True,one_step_saved_state_fixed_rival_action,False,50200.0,50200.0,0.0,0.0,0.0,11,11,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,710,True,one_step_saved_state_fixed_rival_action,False,50200.0,50200.0,0.0,0.0,0.0,16,16,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,711,True,one_step_saved_state_fixed_rival_action,False,50200.0,50200.0,0.0,0.0,0.0,16,16,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,712,True,one_step_saved_state_fixed_rival_action,False,50200.0,50200.0,0.0,0.0,0.0,17,17,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,713,True,one_step_saved_state_fixed_rival_action,False,50820.0,50820.0,0.0,0.0,0.0,15,15,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,714,True,one_step_saved_state_fixed_rival_action,False,50820.0,50820.0,0.0,0.0,0.0,15,15,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,715,True,one_step_saved_state_fixed_rival_action,False,50872.0,50872.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,716,True,one_step_saved_state_fixed_rival_action,False,50872.0,50872.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,717,True,one_step_saved_state_fixed_rival_action,False,50872.0,50872.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,sequential,sequential,a17b824709482725f962,718,True,one_step_saved_state_fixed_rival_action,True,50872.0,50872.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,696,True,one_step_saved_state_fixed_rival_action,False,49042.0,49042.0,0.0,0.0,0.0,0,0,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,697,True,one_step_saved_state_fixed_rival_action,False,49041.0,49041.0,0.0,0.0,0.0,0,0,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,698,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,4,4,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,699,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,4,4,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,700,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,4,4,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,701,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,10,10,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,702,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,10,10,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,703,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,12,12,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,704,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,12,12,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,705,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,12,12,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,706,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,707,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,16,16,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,708,True,one_step_saved_state_fixed_rival_action,False,49039.0,49039.0,0.0,0.0,0.0,16,16,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,709,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,710,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,14,14,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,711,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,20,20,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,712,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,20,20,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,713,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,23,23,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,714,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,23,23,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,715,True,one_step_saved_state_fixed_rival_action,False,49123.0,49123.0,0.0,0.0,0.0,25,25,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,716,True,one_step_saved_state_fixed_rival_action,False,50055.0,51495.0,1440.0,0.0,1440.0,21,6,-15
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,717,True,one_step_saved_state_fixed_rival_action,False,51509.0,51509.0,0.0,0.0,0.0,6,6,0
1602,0,livestock_fertilizer,coordinated,coordinated,8fd4963bad01e11bb7c6,718,True,one_step_saved_state_fixed_rival_action,True,51764.0,51806.0,42.0,0.0,42.0,1,0,-1
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,696,True,one_step_saved_state_fixed_rival_action,False,48231.0,48231.0,0.0,0.0,0.0,2,2,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,697,True,one_step_saved_state_fixed_rival_action,False,48314.0,48314.0,0.0,0.0,0.0,0,0,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,698,True,one_step_saved_state_fixed_rival_action,False,48312.0,48312.0,0.0,0.0,0.0,1,1,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,699,True,one_step_saved_state_fixed_rival_action,False,48364.0,48364.0,0.0,0.0,0.0,0,0,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,700,True,one_step_saved_state_fixed_rival_action,False,48364.0,48364.0,0.0,0.0,0.0,5,5,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,701,True,one_step_saved_state_fixed_rival_action,False,48364.0,48364.0,0.0,0.0,0.0,5,5,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,702,True,one_step_saved_state_fixed_rival_action,False,48364.0,48364.0,0.0,0.0,0.0,8,8,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,703,True,one_step_saved_state_fixed_rival_action,False,49295.0,49295.0,0.0,0.0,0.0,9,9,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,704,True,one_step_saved_state_fixed_rival_action,False,49295.0,49295.0,0.0,0.0,0.0,9,9,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,705,True,one_step_saved_state_fixed_rival_action,False,49379.0,49379.0,0.0,0.0,0.0,9,9,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,706,True,one_step_saved_state_fixed_rival_action,False,49379.0,49379.0,0.0,0.0,0.0,9,9,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,707,True,one_step_saved_state_fixed_rival_action,False,49379.0,49379.0,0.0,0.0,0.0,10,10,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,708,True,one_step_saved_state_fixed_rival_action,False,49379.0,49379.0,0.0,0.0,0.0,12,12,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,709,True,one_step_saved_state_fixed_rival_action,False,49431.0,49431.0,0.0,0.0,0.0,12,12,0
1602,1,livestock_fertilizer,sequential,sequential,6c5b293d1d6c0e2ac853,710,True,one_step_saved_state_fixed_rival_action,False,49431.0,49431.0,0.0,0.0,0.0,17,17,0
