feature,distinct_values,minimum,maximum,nonzero_fraction,status
sale_timing.MILK.h1.known_demand_units,4,0.0,5.0,0.2608695652173913,candidate_activation_not_predictive_importance
sale_timing.MILK.h1.demand_only_quote,13,0.0,324.0,0.9565217391304348,candidate_activation_not_predictive_importance
sale_timing.MILK.h1.demand_only_value,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.MILK.h1.conditional_holding_premium,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.MILK.h4.available,2,0.0,1.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.MILK.h4.known_demand_units,4,0.0,5.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.MILK.h4.demand_only_quote,13,0.0,324.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.MILK.h4.demand_only_value,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.MILK.h4.conditional_holding_premium,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.WOOL.post_action_units,2,0.0,4.0,0.043478260869565216,candidate_activation_not_predictive_importance
sale_timing.WOOL.current_quote,4,232.0,247.0,1.0,candidate_activation_not_predictive_importance
sale_timing.WOOL.sell_now_solo_value,5,0.0,987.0,0.043478260869565216,candidate_activation_not_predictive_importance
sale_timing.WOOL.h1.available,2,0.0,1.0,0.9565217391304348,candidate_activation_not_predictive_importance
sale_timing.WOOL.h1.known_demand_units,3,0.0,3.0,0.2608695652173913,candidate_activation_not_predictive_importance
sale_timing.WOOL.h1.demand_only_quote,6,0.0,247.0,0.9565217391304348,candidate_activation_not_predictive_importance
sale_timing.WOOL.h1.demand_only_value,5,0.0,988.0,0.043478260869565216,candidate_activation_not_predictive_importance
sale_timing.WOOL.h1.conditional_holding_premium,3,0.0,2.0,0.018633540372670808,candidate_activation_not_predictive_importance
sale_timing.WOOL.h4.available,2,0.0,1.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.WOOL.h4.known_demand_units,3,0.0,3.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.WOOL.h4.demand_only_quote,6,0.0,247.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.WOOL.h4.demand_only_value,3,0.0,987.0,0.024844720496894408,candidate_activation_not_predictive_importance
sale_timing.WOOL.h4.conditional_holding_premium,3,0.0,2.0,0.024844720496894408,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.post_action_units,7,0.0,6.0,0.16149068322981366,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.current_quote,6,49.0,54.0,1.0,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.sell_now_solo_value,11,0.0,299.0,0.16149068322981366,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h1.available,2,0.0,1.0,0.9565217391304348,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h1.known_demand_units,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h1.demand_only_quote,6,0.0,54.0,0.9565217391304348,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h1.demand_only_value,9,0.0,299.0,0.14285714285714285,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h1.conditional_holding_premium,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h4.available,2,0.0,1.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h4.known_demand_units,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h4.demand_only_quote,6,0.0,54.0,0.8260869565217391,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h4.demand_only_value,7,0.0,268.0,0.09316770186335403,candidate_activation_not_predictive_importance
sale_timing.FERTILIZER.h4.conditional_holding_premium,1,0.0,0.0,0.0,candidate_activation_not_predictive_importance
