feature,distinct_values,minimum,maximum,nonzero_fraction,status
cash.product.WHEAT.aligned_sell_requested,4,0.0,12.0,0.09316770186335403,causal_candidate_not_competition_validated
cash.product.WHEAT.control_sellable_units,4,0.0,12.0,0.07453416149068323,causal_candidate_not_competition_validated
cash.product.WHEAT.aligned_sellable_units,4,0.0,12.0,0.09316770186335403,causal_candidate_not_competition_validated
cash.product.WHEAT.sellable_units_delta,3,0.0,10.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.WHEAT.control_residual_units,3,0.0,10.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.WHEAT.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WHEAT.control_solo_revenue,5,0.0,624.0,0.07453416149068323,causal_candidate_not_competition_validated
cash.product.WHEAT.aligned_solo_revenue,6,0.0,624.0,0.09316770186335403,causal_candidate_not_competition_validated
cash.product.WHEAT.solo_revenue_delta,3,0.0,521.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.WHEAT.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WHEAT.uncovered_sellable_units,3,0.0,10.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.WHEAT.undercoverage_present,2,0.0,1.0,0.018633540372670808,causal_candidate_not_competition_validated
cash.product.WOOL.shed_before,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.shed_after,2,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.shed_delta,2,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.control_sell_requested,2,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.aligned_sell_requested,2,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.control_sellable_units,2,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.aligned_sellable_units,2,0.0,4.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.sellable_units_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.control_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.aligned_residual_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.control_solo_revenue,5,0.0,987.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.aligned_solo_revenue,5,0.0,987.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.product.WOOL.solo_revenue_delta,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.aligned_rule_reserve_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.uncovered_sellable_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.product.WOOL.undercoverage_present,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.remaining_decisions,23,1.0,23.0,1.0,causal_candidate_not_competition_validated
cash.final_callback,2,0.0,1.0,0.043478260869565216,causal_candidate_not_competition_validated
cash.workers,4,1.0,4.0,1.0,causal_candidate_not_competition_validated
cash.shed_units_before,7,0.0,25.0,0.07453416149068323,causal_candidate_not_competition_validated
cash.shed_units_after,12,0.0,25.0,0.30434782608695654,causal_candidate_not_competition_validated
cash.control_sell_orders,6,0.0,5.0,0.33540372670807456,causal_candidate_not_competition_validated
cash.aligned_sell_orders,6,0.0,5.0,0.30434782608695654,causal_candidate_not_competition_validated
cash.uncovered_sellable_units,5,0.0,15.0,0.037267080745341616,causal_candidate_not_competition_validated
cash.control_solo_revenue,22,0.0,1710.0,0.30434782608695654,causal_candidate_not_competition_validated
cash.aligned_solo_revenue,22,0.0,2372.0,0.30434782608695654,causal_candidate_not_competition_validated
cash.solo_revenue_delta,5,0.0,1440.0,0.037267080745341616,causal_candidate_not_competition_validated
cash.control_residual_product_units,5,0.0,15.0,0.037267080745341616,causal_candidate_not_competition_validated
cash.aligned_residual_product_units,1,0.0,0.0,0.0,causal_candidate_not_competition_validated
cash.market_orders_changed,2,0.0,1.0,0.06832298136645963,causal_candidate_not_competition_validated
